ChapterNumber,Title,Para
IPT10425,IPT10425 Procedure Tables: Issue Of An Officer's Assessment,"NOTE: For the same period, officer’s assessments and voluntary disclosures can be amalgamated on one IPT 641. This is particularly useful for large insurers with a number of assessments in the pipeline."
MLR1PP11100,What To Include In A Pre-Penalty Notice,"Details of the action the business must take to correct the breaches and the underlying failings and weaknesses that led to the breaches. This must explain what action is now needed by the business in order to become compliant with each of the Regulations, and the timescale for becoming compliant. This should be as detailed as possible because the Compliance Officer who conducts the next Compliance Visit will use this as a reference point to establish if the breaches have been corrected."
MLR1PP11100,What To Include In A Pre-Penalty Notice,"Details of any other action the business should take to become fully compliant. This must be included in the notice when other procedural weaknesses have been identified which currently are not serious enough to warrant a penalty. This is a warning to the business that in addition to correcting the breaches for which they have been penalised, they must also correct these other weaknesses for which they are now being warned, otherwise these will also be subject to a penalty in the future. This is effectively a warning letter embedded into a penalty notice. Further information about warning letters can be found in MLR1PP6000."
MLR1PP11200,What To Include In A Penalty Notice,how to make the penalty payment.
MLR1PP12100,Withdrawal Of The Fit And Proper Status,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
MLR1PP12100,Withdrawal Of The Fit And Proper Status,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
MLR1PP12100,Withdrawal Of The Fit And Proper Status,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
MLR2R15100,MLR2 Registration Team Action,premises that are no longer used for business activities covered by the Regulations.
MLR2R15100,MLR2 Registration Team Action,See Guidance for more information
MLR2R15100,MLR2 Registration Team Action,Changes to the nominated officer and compliance officer must be reported within 14 days of the change.
MLR2R15100,MLR2 Registration Team Action,Businesses that have an online account can sign into their account and make the changes. Businesses who do not have an online account should complete a ‘reporting changes’ form.
MLR2R15100,MLR2 Registration Team Action,"Compliance interventions can also establish a failure to notify changes and inaccuracies. In such cases, you will receive a report from the Officer informing you of this fact and giving any details that they have established. You must ensure you have confirmation of the details via an MLR RCT1 form completed by the business before updating the system."
MLR2R15100,MLR2 Registration Team Action,In many cases failure to notify changes or inaccuracies to registration details will be the result of careless error or neglect.
MLR2R15100,MLR2 Registration Team Action,See Penalties guidance MLR1 for guidance on when a warning letter or penalty should be issued for failure to notify us of registration detail changes.
OT00190,OT00190 The Taxation Of The UK Oil Industry: An Overview: Other Developments To The Fiscal Regime 1975 To 2014,"You can find a table showing manual page numbers, the new consolidated legislation reference and the old legislative reference at OT00500."
OT02116,OT02116 Joint Venture Accounting - UKGAAP - Summary Of The Nature Of Relationships And Accounting Treatment,Treatment in investor’s individual accounts
OT02116,OT02116 Joint Venture Accounting - UKGAAP - Summary Of The Nature Of Relationships And Accounting Treatment,"The investor includes its interests as fixed asset investments at either cost less any amounts written off, or at valuation (FRS9 summary)."
OT03100,OT03100 PRT: Overview Of PRT - Definitions,"PRT is charged by reference to chargeable periods. There are two chargeable periods each year, each of six months duration, ending on 30 June or 31 December respectively (see OT04005)."
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Top of page
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Taxable and non-taxable fields
OT03100,OT03100 PRT: Overview Of PRT - Definitions,As PRT was abolished for new fields on or after 16 March 1993 there are two categories of fields. Fields given development consent on or after 16 March 1993 are non-taxable fields (see OT03515). Fields given development consent before the 16 March 1993 are within the charge to PRT and are taxable fields. However legislation in FA 2007 and 2008 introduces two further categories of non-taxable field and these are detailed at OT03515.
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Top of page
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Transmedian Fields
OT03100,OT03100 PRT: Overview Of PRT - Definitions,"A transmedian field exists when only part of an oil bearing structure falls within the United Kingdom Continental Shelf, the other part being under the jurisdiction of another country - see OT13450."
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Top of page
OT03100,OT03100 PRT: Overview Of PRT - Definitions,Foreign Fields
OT03100,OT03100 PRT: Overview Of PRT - Definitions,"A foreign field is an area not under the jurisdiction of the UK, and specified as a foreign field by the Secretary of State (see OT13500)."
OT05016,OT05016 PRT: Computations - Tax Point,inserted by Para 5(1) Sch 18 FA 2006
OT05016,OT05016 PRT: Computations - Tax Point,** as amended by Para 2(4) Sch 18 FA 2006
OT05025,OT05025 PRT: Computation - Arm's Length Rule,Interpretation for sales before 1st July 2006:
OT05025,OT05025 PRT: Computation - Arm's Length Rule,"OTA75\SCH3\PARA1(1)(c) applies where the interest is direct or indirect. This therefore means that sales using net-back prices are not at arm’s length, e.g. A sells gas to B who sells to a range of end-users and the sale price payable to A is a proportion of the aggregate of B’s on-sale prices."
OT05025,OT05025 PRT: Computation - Arm's Length Rule,Interpretation for sales on or after 1st July 2006:
OT05025,OT05025 PRT: Computation - Arm's Length Rule,"Such sales are now considered to be made on Arm’s length terms. For example, company A and company B are both 100% subsidiaries of company C. Company A sells all of its equity crude oil entitlement from Aardvark field to company B, which is the group’s marketing company. Company B then sells all of that oil and other oil that it has bought from third parties to another company, D, which has no relationship to A, B or C."
OT05025,OT05025 PRT: Computation - Arm's Length Rule,"The terms of the “1st pass” sales from A to B are on a standard floating basis, based upon the average of a Price Reporting Agency’s benchmark crude oil assessments around the Bill of Lading, with a differential of $0.50 per barrel. The “2nd pass” sale from B to D is on the identical floating basis but with a differential of $0.55 per barrel. Because of the facts and circumstances surrounding the sales the difference of 5 cents is considered in this instance to be a reasonable marketing fee, so the price received by A is considered to be a reasonable arm’s-length price."
OT05030,OT05030 PRT: Computation - The Arms Length Rule - Examples,In a transaction that does involve a sale it is necessary then to examine whether the various conditions are satisfied.
OT05030,OT05030 PRT: Computation - The Arms Length Rule - Examples,"In Example 3 above, suppose that A disposes of equity in the July leg of the spread. Even if the deal is regarded as two separately negotiated sale transactions, the consideration for A’s sale is not just the price of $16.50."
OT05030,OT05030 PRT: Computation - The Arms Length Rule - Examples,"A would not enter the sale without having B’s agreement to the reciprocal transaction and vice versa. There is a mutual exchange of promises which constitutes consideration, additional to the prices in the contracts, and in neither case is the first condition in Para1 satisfied. Also the terms of each sale are affected by the wider bargain in that there is an implied condition in each transaction that the reciprocal transaction is effected; or alternatively, it could be argued that the terms of each sale would not exist but for the other transaction."
OT05030,OT05030 PRT: Computation - The Arms Length Rule - Examples,"The same arguments apply in Example 4 but Example 5 is somewhat different. In this latter case there is only one transaction between A and B and no circle around which an exchange of mutual promises can be made. So there is no consideration other than the price, nor is there a wider bargain between the parties (or of which the parties are part) which can affect the terms of the transaction. In practice a careful examination of all the facts would be necessary but unless there are some other factors present, it is likely that the sale from A to B would qualify as arm’s length."
OT05080,OT05080 Currency Translation - Practical Application,The PRT exchange convention can have significant effects in dealing with the CT adjustments required by ICTA88\S493 (the substitution for the purposes CT of PRT market value for consideration in all non-arm’s length transactions). See OT21026.
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,"These are then averaged to give a daily average AF. If there are less than three published AFs, use those that are published."
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,The daily average AFs for each day 14 to 21 days (inclusive) before the NDD are then averaged to give the non-Brent AF for that NDD.
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,Top of page
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,Calculating the Market value- Reg 16
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,"The Adjustment factor for the grade in question is added to the Reference value for the NDD in question to give the “market price” for each particular crude oil on that day (note that the Regulations do not give a name for the sum of the reference value and the adjustment factor, so “market price” has been used as a convenient label for this number)."
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,"This “market price” is then multiplied by the volume of oil to be valued to give the total market value. Since the “market price” is by convention measured in $ per barrel, multiplying the “market price” by the volume (measured in barrels) will produce a total market value measured in $. (See OT05075 for how to convert this into pounds sterling)."
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,Top of page
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,Forties sulphur de-escalator
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,See OT05328 
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,Footnote:
OT05325,OT05325 Crude Oils And Products - How To Calculate Category 1 Values,SI2206\3313 Oil Taxation (Market Value of Oil) Regulations 2006.
OT05360,OT05360 PRT: Valuation Of Non Arm's Length Disposals And Appropriations - Gas: Contents,OT05455    Gas Substitution within an Allocation Agreement - Example
OT10800,OT10800 PRT: Decommissioning Certainty: Contents,OT10808    The effect of claims on Oil Allowance
OT14400,OT14400 Allowance - Examples,Example A
OT14400,OT14400 Allowance - Examples,Oil delivered and appropriated as returned:
OT14400,OT14400 Allowance - Examples,CP1 - £2m
OT14400,OT14400 Allowance - Examples,CP2 - £3m
OT14400,OT14400 Allowance - Examples,CP3 - £4m
OT14400,OT14400 Allowance - Examples,CP1: No expenditure claims are made or allowed.
OT14400,OT14400 Allowance - Examples,CP2: No expenditure claims are made or allowed.
OT14400,OT14400 Allowance - Examples,CP3: No expenditure claims are made or allowed.
OT14400,OT14400 Allowance - Examples,Example B
OT14400,OT14400 Allowance - Examples,Oil delivered and appropriated as returned:
OT14400,OT14400 Allowance - Examples,CP1 - £2m
OT14400,OT14400 Allowance - Examples,CP2 - £3m
OT14400,OT14400 Allowance - Examples,CP3 - £4m
OT14400,OT14400 Allowance - Examples,"CP1: Claim of £200,000 under Schedule 6, but no expenditure allowed."
OT14400,OT14400 Allowance - Examples,"CP2: £50,000 of the above Schedule 6 claim is allowed."
OT14400,OT14400 Allowance - Examples,There is no clawback of any provisional allowance for the last but one preceding period - this is only CP2 - but the OTA75\S2(10)(a) increase for the period has to be calculated. This is the lesser of
OT14400,OT14400 Allowance - Examples,CP3: Again a revision is needed
OT15210,OT15210 Receipts - Participators In Common,"to disregard the part of the payment from a company to itself on the basis that it is a fiscal nullity, which is known as ‘netting-down’."
OT15210,OT15210 Receipts - Participators In Common,"Which of these approaches is the correct one for any transaction depends on the facts and the legal relationships involved. Consideration should be given to what, as a matter of law, is the proper construction of the transaction agreement and the agreements governing the relationships of the parties (including the Joint Operating Agreement). Although there may be differences of opinion between the various parties concerning the interpretation of the facts and the documents, there will only be one correct position. It is therefore unlikely that different treatment will be agreed with individual parties to a transaction."
OT15210,OT15210 Receipts - Participators In Common,"A company asking for clearance for a particular treatment to apply to a transaction will be expected to provide details of the relevant facts, issues and authorities, provide the appropriate documents and give views on the tax consequences with supporting reasons (including any legal advice received and details of any dispute with other parties as to treatment). The example below shows how netting-down is applied in practice."
OT15210,OT15210 Receipts - Participators In Common,Example
OT15210,OT15210 Receipts - Participators In Common,"X and Y are each 50% participators in Field A and 50% owners of a pipeline. X (25%), Y (25%) and Z (50%) are participators in Field B and contract to use the Field A pipeline. X, Y and Z pay tariffs of 4,000 to X and Y."
OT15210,OT15210 Receipts - Participators In Common,"X as a participator in Field B pays 1,000 (4,000 x 25%) of which 500 is to itself and so is ignored for PRT purposes. Y as a participator in Field B pays 1,000 (4,000 x 25%) of which 500 is to itself and so is also ignored for PRT purposes. Z pays 2000 (4,000 x 50%)."
OT15210,OT15210 Receipts - Participators In Common,"X and Y each receive 2,000 of which 500 is ignored as it is paid self-to-self."
OT15210,OT15210 Receipts - Participators In Common,"In Field B 3,000 is allowable to X, Y and Z and in Field A 3,000 is chargeable on X and Y as follows:"
OT15210,OT15210 Receipts - Participators In Common,"The same consequences apply to long-term assets, where for example assets are shared between two or more fields, see OT11400."
OT16000,OT16000 PRT: Allowable Losses: Contents,OT16550    Stranded Losses
OT16000,OT16000 PRT: Allowable Losses: Contents,OT16600    Repayment Interest
OT18750,OT18750 PRT: Penalties: Contents,OT18820    Time limits for penalties
OT18785,OT18785 PRT: Penalties - Amount Of Penalty: Participator,"HMRC’s view is that the legislation clearly aims to provide for a penalty where certain errors are made in claims, and that it does not misfire."
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,6. INFORMATION DISSEMINATION
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,The OTO will supply their market values as before to participators who have a direct interest in such values for those months and for those LPGs for which valuations are required.
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,The OTO agreed to provide the ratio of arm’s length sales to non arm’s length sales for propane and butane separately.
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,"Although not agreeing to supply any other information, the OTO agreed to consider the supply of other ratios, if appropriate."
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,Top of page
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,7. MEETING WITH UKOITC
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,"Upon hearing the above approach from the OTO at a meeting on 11 February, UKOITC expressed its concern on a number of aspects and agreed to reply when the OTO position had been confirmed in accordance with the above."
OT19025,OT19025 PRT: Appendices - Valuation Of LPG,UKOITC accepted the OTO’s invitation to discuss the details (both theoretical and practical) of the 2 tier market and agreed that discussions with individual companies would be the most practical route. The OTO will arrange such meetings as appropriate.
OT19040,OT19040 PRT: Appendices - Review Of LPG Methodology,"We have now completed our review of the market and are content that the methodology agreed in 1988 remains appropriate for valuing. Your agreement to this is noted and valuations for 2H1993 will be issued using the current methodology. However, there are a couple of points arising from your letter."
OT19040,OT19040 PRT: Appendices - Review Of LPG Methodology,"From the review of the market it does not appear that the central features identified in the discussions in 1987/88 have altered materially; security of offtake, cost of infrastructure required and the complexities of freight remain the major determinants of trade in LPG. This is reflected in your letter and paper. Furthermore, companies have argued that the difference between OTO and posted prices will diminish as North Sea LPG production increases over the next two years. If, however, despite this increase, significant variations continued and the nature of the market remains as described above, I see no reason for further review of the methodology."
OT19040,OT19040 PRT: Appendices - Review Of LPG Methodology,In view of the variation between OTO and agreed prices at present I do not consider that a proposal under SP14\93 for the disposal of LPGs reflecting posted prices and no premium would be appropriate. If companies wish to proceed under the Statement of Practice we would be pleased to discuss the matter with them.
OT19075,OT19075 PRT: Appendices - Commingling,"Details of the provisions, if any, for making changes to the allocation method and in what circumstances these could be made."
OT19075,OT19075 PRT: Appendices - Commingling,"Details of the provisions, if any, for making changes to the allocation method and in what circumstances these could be made."
OT19075,OT19075 PRT: Appendices - Commingling,"Details of how, when and by whom the allocation method is audited on behalf of the participators"
OT19125,OT19125 PRT: Appendices - Extra Statutory Concessions,"By concession, relief is now to be given, once an order specifying the foreign field has been made, back to the date on which tariffs were first received or receivable from the foreign field in question."
OT19125,OT19125 PRT: Appendices - Extra Statutory Concessions,Top of page
OT19125,OT19125 PRT: Appendices - Extra Statutory Concessions,Petroleum Revenue Tax Instalments
OT19125,OT19125 PRT: Appendices - Extra Statutory Concessions,"FA82\Sch19\Para3(1) entitled a participator, on giving notice to the Board, to withhold the instalment due for a month under Paragraph 2 of the Schedule if, in the previous month, he did not deliver or relevantly appropriate any of the oil won from the field."
OT19125,OT19125 PRT: Appendices - Extra Statutory Concessions,"By concession, a participator is also to be entitled, again on giving notice to the Board, to withhold the instalment for a month if in the previous or an earlier month, oil actually ceased to be won from the field as a result of some sudden catastrophic loss of or damage to production, transportation or initial treatment facilities relating to the field, and has not recommenced."
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),The fact that reconciliations have been received in OTO should be taken into account by each Inspector with PRT responsibilities for the taxpayer and for each field in which the company is a participator in examining claims.
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),It is expected that the first reconciliations that are received from any company will need the most careful examination. Inspectors will need to satisfy themselves that the reconciliation has been competently performed and that all matters that need to be considered have been considered. It will be necessary for the Inspector to inform himself as to the detailed way in which the reconciliation has been completed and presented. Provided the method of doing the reconciliation remains consistent it is to be anticipated that future reconciliations will be agreed more readily. The greatest value in reconciliations will therefore have been achieved by the time the reconciliation is completed. By that time companies will probably have made any further claims that they feel they ought to have made and they will have notified OTO individually of over claims as they have been identified.
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),"Paragraph 9 Schedule 2 OTA 1975 provides that where any return statement, declaration or accounts as are mentioned in Paragraph 8 Schedule 2 were made or submitted by any person neither fraudulently nor negligently and it comes to his notice those were incorrect then, unless the error is remedied without unreasonable delay, the return statement, declaration or account shall be treated as having been negligently made or submitted by the first mentioned person. It is important therefore that as companies discover errors or over claims in the course of performing the reconciliations they bring them to OTO’s attention immediately without waiting for completion of the reconciliation. This will ensure that in cases where the original error was not one arising from negligence that Para 9 does not operate to treat it as such."
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),Top of page
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),Results
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),"It is accepted that a totally balanced reconciliation will often prove difficult to achieve. Whatever method a company uses most exercises will finish with an unexplained difference. As far as seems reasonable, having regard to the amount of the difference both in absolute terms and in relation to total expenditure, the company should endeavour to establish the reason or likely reason for the difference. In the final analysis it is a matter for judgement at what point and level an unexplained difference should be accepted. Clearly a difference representing excess PRT claimed expenditure over CT expenditure gives OTO more cause for concern than the reverse situation. It is in fact more likely on the evidence of completed reconciliations seen that the company will uncover PRT claimable but unclaimed expenditure as a result of the exercise. Additional expenditure claims submitted in these circumstances will be subjected to careful examination. Where for time limit reasons such an additional claim is submitted before submission and examination of the reconciliation concerned, examination of the PRT claim may need to be deferred until the reconciliation is submitted and examined."
OT19140,OT19140 PRT: Appendices - PRT/Accounts Reconciliation (Full Version),When further claims are made as a result of a reconciliation it is not enough for a company to identify the existence of unclaimed amounts. There may have been good reason for not claiming the expenditure. Thus claims arising from a reconciliation must identify the nature of the expenditure and demonstrate that it is allowable in the particular field or under Schedule 7.
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Top of page
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Assessing
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"xi. The normal time limit for raising assessments is 6 years after the end of the chargeable period. Where returns have been deferred by more than one year, the new legislation provides that assessments can be made up to 5 years after the earlier of the deferred delivery date and the date of delivery of the return. There is no need for a similar provision for loss determinations as these can be made at any time."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"xii. OTO will, as far as possible, raise the assessments that would have been raised had returns not been deferred. If however it is necessary to raise tax bearing assessments on time this might not always be the case, particularly if any claims are made after deferred returns are delivered."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"xiii. The provisions of Section 192, FA 1993 will ensure that allowed expenditure is not set against the income of a chargeable period earlier than the period in which the expenditure was incurred. It should therefore be noted that where claims for periods corresponding to the chargeable periods are subject to a decision before the assessment for the chargeable period is made the allowable expenditure will be allowed in the assessment for the corresponding chargeable period."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,xiv. The interest provisions in Paragraph 15 Schedule 2 and in Paragraph 10 Schedule 19 FA 1982 remain unchanged.
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Top of page
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Cessation of production
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"i. If any participator claims an unrelievable field loss in respect of a field for which returns have not been made, all returns necessary to determine the amount of the loss will be required."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,ii. Once a field has permanently ceased production the RP or any participator will be able to seek confirmation from OTO that no returns will ever be required from him in respect of that field. Confirmation will be subject to OTO being satisfied that no future UFL claims can be made by any person and that no future receipts will arise in respect of the field.
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,iii. Note: This paper usually refers only to assessments. Unless the context requires otherwise the same practices will apply to loss determinations as they will to assessments.
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"Oil Taxation Office, 19 May 1999"
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Top of page
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Annex
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,Completion of form PRT80 following transfer of part interest
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"Where part of an interest in an oil field is transferred, Paragraph 5 of Schedule17, FA 1980 requires the notice under Paragraph 3 to state “what the old and new participators propose should be the corresponding part of” unused expenditure relief, unused losses, accumulated capital expenditure and (where there is excluded oil) oil won and saved. Normally OTO expects these to be agreed amounts but where the old participator has not made claims and has not had losses determined this will not be possible. OTO will therefore accept clear statements of intent."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"Assume for example, that old participator ‘A’ sells his interest to new participators ‘B’ and ‘C’. The normal operation of PRT means that all expenditure incurred up to the end of the chargeable period immediately preceding the date of transfer will remain available to ‘A’, subject only to decisions not having been taken before the assessment for that period has been issued. So the statement of intent for the treatment of expenditure could be in terms that expenditure incurred after the end of the chargeable period ended on … plus any earlier expenditure on which no decision has been taken at the time the assessment for that chargeable period is made will be shared between ‘B’ and ‘C’ in the ratio X : Y."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,"Similarly, in respect of any accumulated loss as at the date of transfer (i.e. once all assessments and loss determinations have been made for all chargeable periods up to and including the one that includes the transfer date), ‘A’ could state that X% will be transferred to ‘B’ and Y% to ‘C’. The proposal for transferring accumulated capital expenditure could be couched in similar terms."
OT19200,OT19200 PRT: Appendices - Deferral Of PRT Returns,If any oil is excluded under Section 10 it would also be necessary to agree the proportion of the oil won and saved up to the date of transfer that will be treated as belonging to each of ‘A’ and ’B’.
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),"A transfer of a field interest by a participator who has opted to defer under the new method will not, of itself, affect that deferral."
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Top of page
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),"Notice under Paragraph 3 of Schedule 17, FA 1980"
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),"Paragraph 3 of Schedule 17, FA 1980 requires participators to notify the transfer of field interests within two months of the end of the transfer period. In practice it is recommended that where a new participator wishes to make returns and be assessed on time the notification is made as soon as possible as HMRC will need to ensure that notices to make returns are issued for all participators for the relevant return period."
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Where the whole of the old participator’s interest is transferred the completion of form PRT80 should not pose any problems. The relatively unusual situation of an old participator transferring part of an interest to the new participator is covered in the Annex to OT19200.
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Top of page
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Change of RP
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),"Following a change of operator it is normal for the Board to appoint the new operator as RP. The new RP will need to confirm that deferral is to continue and that the standardised deferral spreadsheet will continue to be submitted. If the new RP does not wish to continue to defer, returns must be made by all participators for the period during which the new RP was appointed and for all subsequent periods."
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Top of page
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Cessation of production
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),"If any participator claims a UFL in respect of a field for which formal returns have not been made, returns necessary to determine the amount of the loss will be required. This is covered at (ii) “Significant Changes in Circumstances” above and only applies to periods on or after such time that the likelihood of UFLs first arises. However, retrospective submission might be required for any returns, including any RP returns that have been deferred under the old regime (see OT19200)."
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Once a field has permanently ceased production the RP or any participator will be able to seek confirmation from HMRC that no returns will ever be required from him in respect of that field. Confirmation will be subject to HMRC being satisfied that no future UFL claims can be made by any person and that no future receipts will arise in respect of the field.
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Top of page
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),Standardised Spreadsheet
OT19225,OT19225 PRT: Appendices - Deferral Of Returns (Alternative Method - Informal Returns),A link to a copy of the standardised spreadsheet is provided.
OT21515,OT21515 Onshore Allowance - Generation Of The Onshore Allowance,The expenditure in question
OT21515,OT21515 Onshore Allowance - Generation Of The Onshore Allowance,A site - the specified site 
OT21515,OT21515 Onshore Allowance - Generation Of The Onshore Allowance,An accounting period - the specified accounting period 
OT21520,OT21520 Onshore Allowance - Reduction Of Adjusted Ring Fence Profits,S356DB Companies with both field allowances and onshore allowance
OT21520,OT21520 Onshore Allowance - Reduction Of Adjusted Ring Fence Profits,Where a company has both field allowances under CTA2010\S333(1) and onshore allowance under CTA2010\S356D(1) then it may choose the order in which the different allowances are to be used.
OT21525,OT21525 Onshore Allowance - Activated And Unactivated Onshore Allowance The Basic Calculation Rules,CTA2010\S356EB Carrying forward of unactivated allowance
OT21525,OT21525 Onshore Allowance - Activated And Unactivated Onshore Allowance The Basic Calculation Rules,S356EB ensures that the closing balance of unactivated allowance for any accounting period is then reduced by the amount activated under S356E(2) before being carried forward to the next accounting period.
OT26203,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,Top of page
OT26203,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,Post commencement losses
OT26203,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,"For post-commencement supplement, an ‘onshore ring fence pool’ is set up, which includes the company’s onshore ring fence losses, post-commencement supplement under Chapter 5 (RFES) and post-commencement additional supplement under this Chapter (Chapter 5A). Additional supplement can be claimed on the pooled amount, and the supplement is carried forward as an onshore ring fence trading loss."
OT26203,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,"In either case, if the company is part of a group, the pooled expenditure or losses must be reduced by any unrelieved ring fence profits of other members of the group, OT26220. The scheme is designed so that losses arising from expenditure that does not qualify for ERFES are set against profits before losses arising from qualifying expenditure, to maximise the potential ERFES available."
OT28010,OT28010 Outline Of The Legislation,This qualifies CAA2001\S161C(2) in certain circumstances.
OT28700,OT28700 Decommissioning Certainty: Contents,OT28712    Other Provisions - Schedule 32
OT28707,OT28707 Other Provisions,Top of page
OT28707,OT28707 Other Provisions,FA2013\S93
OT28707,OT28707 Other Provisions,"Introduces Parts 1, 2 and 3 of FA2013\Sch32 that contain provisions on restrictions on allowances for certain oil-related expenditure."
PIM2056,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,"Amanda may deduct the balance of £375 from her property rental income, as part of the calculation, to arrive at her taxable rental profit."
PIM2056,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,Example 5
PIM2056,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,Plush Properties LLP carries on a large property rental business with a substantial number of both residential and commercial properties. From time to time it takes out loans to acquire new properties or to fund specific work needed on particular properties. It calculates the finance cost restriction for those loans using one of the methods in examples 1 to 3 above.
PIM2056,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,"It also has a revolving overdraft facility with its bank, which it draws on from time to time to fund general working capital costs for the property business as a whole. To decide how much of the overdraft interest is subject to the ‘dwelling-related loan’ restrictions, Plush Properties LLP compares the rents received from the residential properties against those from the commercial properties. 30% of the rent is from residential properties, so Plush Properties LLP applies the ‘dwelling-related loan’ restriction to that proportion of the overdraft interest for the year. "
PIM2056,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,"There may be other acceptable methods of apportioning finance costs where those costs have arisen from a loan or credit facility to provide general working capital for the business. For instance, it may be appropriate in some cases to calculate the apportionment based on the amount of staff time devoted to each element of the business. We expect businesses to apply their appropriate methodology consistently unless there were good reason to change."
