ChapterNumber,Title,Para,RelevantSource
CTM21270,CTM21270 How Legislation Operated In Practice: Summary,7) If the profits or overseas tax were revised the FID computations were revised (CTM21480).,True
CTM21270,CTM21270 How Legislation Operated In Practice: Summary,8) When paying an FID a company could treat itself as an IHC and not account for ACT at that time (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm21500) onwards).,True
CTM21270,CTM21270 How Legislation Operated In Practice: Summary,"9) If a company was found not to be an IHC for an accounting period, it was liable to account for ACT on any FID paid (net of FID received). Where it had not accounted for ACT, an assessment was made. This could be done during the accounting period if it was concluded that the company would not be an IHC for that accounting period (CTM22360). The rules outlined above then applied.",True
CTM21270,CTM21270 How Legislation Operated In Practice: Summary,"10) If a company was an IHC in the accounting period, a reckoning was carried out with payment being made to or by the company as appropriate (CTM21550).",True
CTM21270,CTM21270 How Legislation Operated In Practice: Summary,An IHC required to pay ACT in such circumstances could match DFP of later accounting periods with an FID paid in that accounting period. A further reckoning was then needed (CTM21560).,True
CTM21405,CTM21405 Outline,would be surplus if certain assumptions were made (CTM21420).,True
CTM21405,CTM21405 Outline,No amount was repaid or set off unless the company made a claim. See also CTM21450 regarding claims on returns.,True
CTM22010,CTM22010 Introduction,"The calculation of ACT, see CTM22060, is based on the amount of franked payments made in that accounting period less franked investment income received in that accounting period (as long as the tax credit comprised in the franked investment income has not been paid to the company following a claim under ICTA88/S231 (2)).",True
CTM22010,CTM22010 Introduction,No ACT is payable when the franked investment income equals or exceeds the franked payments.,True
CTM22010,CTM22010 Introduction,Any surplus of franked investment income over franked payments is described as a surplus of franked investment income for that accounting period.,True
CTM22010,CTM22010 Introduction,"The amount of this surplus is reduced by any such surplus used in a claim made under ICTA88/S242 and/or ICTA88/S243 (both were repealed by F2A97 with effect in relation to accounting periods beginning on or after 2 July 1997). Any such surplus on which the tax credit has been paid to the company under ICTA88/S231 (2) (CTM16130), (repealed by F2A97/S30(4), (5)(b) in relation to distributions made on or after 6 April 1999), and",True
CTM22010,CTM22010 Introduction,any amount deductible under ICTA88/S430 (close companies apportionment - the section was repealed in relation to accounting periods beginning after 31 March 1989).,True
CTM22010,CTM22010 Introduction,If any surplus franked investment income is left over it is carried forward and treated as franked investment income received in the next accounting period for the purpose of Schedule 13.,True
CTM22010,CTM22010 Introduction,When franked investment income is used to cover franked payments for calculating the ACT payable it is described as being used to frank distributions.,True
CTM22010,CTM22010 Introduction,"Under Schedule 13, the company has to frank its distributions. It cannot opt to pay ACT and store up its franked investment income for future use.",True
CTM22010,CTM22010 Introduction,FID paid (FID were abolished from 6 April 1999 onwards),True
CTM22010,CTM22010 Introduction,ACT is worked out separately on franked payments and FID.,True
CTM22010,CTM22010 Introduction,The ACT due on FID paid is calculated on the excess of:,True
CTM22010,CTM22010 Introduction,"FID paid in an accounting period,",True
CTM22010,CTM22010 Introduction,over,True
CTM22010,CTM22010 Introduction,FID received during that accounting period (but see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22350) concerning FID paid by an International Headquarters Company).,True
CTM22010,CTM22010 Introduction,The method of calculation is dealt with at CTM22060.,True
CTM22010,CTM22010 Introduction,"Where there is no excess, no ACT is payable.",True
CTM22010,CTM22010 Introduction,"Where the FID received exceed the FID paid in that accounting period, that excess iscarried forward and treated as FID received in the next accounting period for the purposes of Schedule 13.",True
CTM22010,CTM22010 Introduction,The company must set off FID received or treated as received in an accounting period against FID paid in that period. It cannot opt to pay ACT and to store up the FID received.,True
CTM22010,CTM22010 Introduction,The following definitions apply for the purposes of this guidance,True
CTM22010,CTM22010 Introduction,Franked payments,True
CTM22010,CTM22010 Introduction,"The amount or value of a qualifying distribution and such proportion of that amount or value as corresponds to the rate of advance CT in force for the financial year in which the distribution is made, but subject to ICTA88/S247 (2).",True
CTM22010,CTM22010 Introduction,Franked investment income,True
CTM22010,CTM22010 Introduction,"Income of a company resident in the UK which consists of a distribution in respect of which the company is entitled to a tax credit (and which accordingly represents income equal to the aggregate of the amount or value of the distribution and the amount of that credit), but subject to ICTA88/S247 (2).",True
CTM22050,CTM22050 Return Periods,"starting at the beginning of the accounting period, or after the end of a previous return period in that accounting period,",True
CTM22050,CTM22050 Return Periods,"ending on 31 March, 30 June, 30 September, 31 December or at the end of the accounting period.",True
CTM22050,CTM22050 Return Periods,Example,True
CTM22050,CTM22050 Return Periods,Company B draws up its accounts to 31 May annually. The return periods are:,True
CTM22050,CTM22050 Return Periods,1.6.95 to 30.6.95 1 month,True
CTM22050,CTM22050 Return Periods,1.7.95 to 30.9.95 3 months,True
CTM22050,CTM22050 Return Periods,1.10.95 to 31.12.95 3 months,True
CTM22050,CTM22050 Return Periods,1.1.96 to 31.3.96 3 months,True
CTM22050,CTM22050 Return Periods,1.4.96 to 31.5.96 2 months.,True
CTM22050,CTM22050 Return Periods,A return is required for each return period in which the company:,True
CTM22050,CTM22050 Return Periods,"makes a franked payment, or",True
CTM22050,CTM22050 Return Periods,"pays an FID, or",True
CTM22050,CTM22050 Return Periods,"finds that CTM22080, CTM22085,](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22100) or [ ",True
CTM22050,CTM22050 Return Periods,ICTA88/SCH13/PARA1 requires a company to make a return to the Collector at the Accounts Office for each return period. A return period is a period:,True
CTM22050,CTM22050 Return Periods,"of up to 3 months,",True
CTM22050,CTM22050 Return Periods,"starting at the beginning of the accounting period, or after the end of a previous return period in that accounting period,",True
CTM22050,CTM22050 Return Periods,"ending on 31 March, 30 June, 30 September, 31 December or at the end of the accounting period.",True
CTM22050,CTM22050 Return Periods,Example,True
CTM22050,CTM22050 Return Periods,Company B draws up its accounts to 31 May annually. The return periods are:,True
CTM22050,CTM22050 Return Periods,1.6.95 to 30.6.95 1 month,True
CTM22050,CTM22050 Return Periods,1.7.95 to 30.9.95 3 months,True
CTM22050,CTM22050 Return Periods,1.10.95 to 31.12.95 3 months,True
CTM22050,CTM22050 Return Periods,1.1.96 to 31.3.96 3 months,True
CTM22050,CTM22050 Return Periods,1.4.96 to 31.5.96 2 months.,True
CTM22050,CTM22050 Return Periods,A return is required for each return period in which the company:,True
CTM22050,CTM22050 Return Periods,"makes a franked payment, or",True
CTM22050,CTM22050 Return Periods,"pays an FID, or",True
CTM22050,CTM22050 Return Periods,"finds that CTM22080, CTM22085, [ ",True
CTM22050,CTM22050 Return Periods,ICTA88/SCH13/PARA1 requires a company to make a return to the Collector at the Accounts Office for each return period. A return period is a period:,True
CTM22050,CTM22050 Return Periods,"of up to 3 months,",True
CTM22050,CTM22050 Return Periods,"starting at the beginning of the accounting period, or after the end of a previous return period in that accounting period,",True
CTM22050,CTM22050 Return Periods,"ending on 31 March, 30 June, 30 September, 31 December or at the end of the accounting period.",True
CTM22050,CTM22050 Return Periods,Example,True
CTM22050,CTM22050 Return Periods,Company B draws up its accounts to 31 May annually. The return periods are:,True
CTM22050,CTM22050 Return Periods,1.6.95 to 30.6.95 1 month,True
CTM22050,CTM22050 Return Periods,1.7.95 to 30.9.95 3 months,True
CTM22050,CTM22050 Return Periods,1.10.95 to 31.12.95 3 months,True
CTM22050,CTM22050 Return Periods,1.1.96 to 31.3.96 3 months,True
CTM22050,CTM22050 Return Periods,1.4.96 to 31.5.96 2 months.,True
CTM22050,CTM22050 Return Periods,A return is required for each return period in which the company:,True
CTM22050,CTM22050 Return Periods,"makes a franked payment, or",True
CTM22050,CTM22050 Return Periods,"pays an FID, or",True
CTM22050,CTM22050 Return Periods,"finds that CTM22080, CTM22085,](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22100) or](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22110) apply.",True
CTM22050,CTM22050 Return Periods,"For information on dealing with returns of franked payments not made in an accounting period, see CTM22160.",True
CTM22050,CTM22050 Return Periods,"Returns are due within 14 days from the end of the return period. (If a franked payment was made on 1 - 5 April 1999, a return would have been due 14 days from the end of the return period - 14 July 1999 - unless the accounting period ended before the 30 June 1999 in which case the end of the accounting period would be the end of the return period.)",True
CTM22060,CTM22060 Of Returns,franked payments made in the return period,True
CTM22060,CTM22060 Of Returns,over,True
CTM22060,CTM22060 Of Returns,franked investment income received (or treated as received) in that period.,True
CTM22060,CTM22060 Of Returns,ACT is calculated at the rate in force at the end of the return period. The ACT rates are at CTM20065.,True
CTM22060,CTM22060 Of Returns,"For the effect of changes in the rate of ACT, see CTM22250.",True
CTM22060,CTM22060 Of Returns,Example,True
CTM22060,CTM22060 Of Returns,"In a return period a company has made franked payments of £10,000 (that is, £8,000 dividend paid plus ACT £2,000), and received £4,000 franked investment income.",True
CTM22060,CTM22060 Of Returns,"The ACT is calculated by applying the lower rate of IT to the difference between the franked payments and franked investment income, which is £10,000 - £4,000 = £6,000. ACT is 20% of £6,000 = £1,200.",True
CTM22060,CTM22060 Of Returns,"Strictly, the ACT is calculated on an amount which when the ACT is added to it, is equal to the excess of franked payments over franked investment income. In this example the amount of ACT is a quarter of £4,800 i.e. £1,200 - which together with £4,800 gives the excess of £6,000.",True
CTM22060,CTM22060 Of Returns,Franked investment income cannot be included in this calculation if the associated tax credit has been paid to the company following a claim under ICTA88/S231 (2) (repealed with effect from 6 April 1999 onwards).,True
CTM22060,CTM22060 Of Returns,Calculation of ACT payable on FID,True
CTM22060,CTM22060 Of Returns,A company’s ACT liability on FID is based on the excess of its:,True
CTM22060,CTM22060 Of Returns,"FID paid in the return period,",True
CTM22060,CTM22060 Of Returns,over,True
CTM22060,CTM22060 Of Returns,FID received (or treated as received) in that return period.,True
CTM22060,CTM22060 Of Returns,The ACT is found by applying the ACT rate to the excess.,True
CTM22060,CTM22060 Of Returns,FID paid as an international headquarters company (CTM22350) and manufactured FID paid are excluded from the figure of FID paid for this purpose and are shown separately on the return.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,"computation of tax liability of company members (CTA09/PART17): see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",True
CTM36505,CTM36505 Introduction,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,computation of tax liability of company members (CTA09/PART17): see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36510) to CTM36540;,True
CTM36505,CTM36505 Introduction,computation of tax liability of members who are individuals: see BIM72200 onwards;,True
CTM36505,CTM36505 Introduction,limited partnerships: see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36550) and BIM82101;,True
CTM36505,CTM36505 Introduction,limited liability partnerships: see CTM36550 and BIM82110;,True
CTM36505,CTM36505 Introduction,"restriction of the losses of limited partners and LLP partners (ITA07/S117 and CTA10/S56CTA10): CTM36550, BIM82105 and BIM82135;",True
CTM36505,CTM36505 Introduction,"investment partnerships: see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",True
CTM36505,CTM36505 Introduction,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,"computation of tax liability of company members (CTA09/PART17): see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",True
CTM36505,CTM36505 Introduction,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,computation of tax liability of company members (CTA09/PART17): see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36510) to CTM36540;,True
CTM36505,CTM36505 Introduction,computation of tax liability of members who are individuals: see BIM72200 onwards;,True
CTM36505,CTM36505 Introduction,"limited partnerships: see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",True
CTM36505,CTM36505 Introduction,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,"computation of tax liability of company members (CTA09/PART17): see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",True
CTM36505,CTM36505 Introduction,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,True
CTM36505,CTM36505 Introduction,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,True
CTM36505,CTM36505 Introduction,For guidance on:,True
CTM36505,CTM36505 Introduction,the nature and conduct of partnerships generally: see BIM82000 onwards;,True
CTM36505,CTM36505 Introduction,computation of tax liability of company members (CTA09/PART17): see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36510) to CTM36540;,True
CTM36505,CTM36505 Introduction,computation of tax liability of members who are individuals: see BIM72200 onwards;,True
CTM36505,CTM36505 Introduction,limited partnerships: see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36550) and BIM82101;,True
CTM36505,CTM36505 Introduction,limited liability partnerships: see CTM36550 and BIM82110;,True
CTM36505,CTM36505 Introduction,"restriction of the losses of limited partners and LLP partners (ITA07/S117 and CTA10/S56CTA10): CTM36550, BIM82105 and BIM82135;",True
CTM36505,CTM36505 Introduction,investment partnerships: see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36560) and CTM36570;,True
CTM36505,CTM36505 Introduction,CG of partners (TCGA92/S59): see CG27000 onwards;,True
CTM36505,CTM36505 Introduction,foreign partnerships with company members: see CTM02130;,True
CTM36505,CTM36505 Introduction,arrangements for transferring relief between partners (ICTA88/S116): see CTM36590;,True
CTM40110,CTM40110 Clubs: Incorporated Under The Co-Operative And Community Benefit Societies Act 2014 (Formerly The Industrial & Provident Societies Acts),See](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40565) - CTM40570 as regards interest paid (including anyinterest paid on share capital).,True
CTM40410,CTM40410 Summary Of Tax Treatment,CTSA applies to housing associations in the same way as for any other body corporate.,True
CTM40510,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",True
CTM40510,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.",True
CTM40510,CTM40510 Claims For Exemption,Special types of society,True
CTM40510,CTM40510 Claims For Exemption,As regards:,True
CTM40510,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40100) onwards,",True
CTM40510,CTM40510 Claims For Exemption,"a society registered as a credit union, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",True
CTM40510,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",True
CTM40510,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,True
CTM40510,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,True
CTM40510,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",True
CTM40510,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",True
CTM40510,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,True
CTM40510,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,True
CTM40510,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",True
CTM40510,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.",True
CTM40510,CTM40510 Claims For Exemption,Special types of society,True
CTM40510,CTM40510 Claims For Exemption,As regards:,True
CTM40510,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",True
CTM40510,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",True
CTM40510,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,True
CTM40510,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,True
CTM40510,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",True
CTM40510,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",True
CTM40510,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,True
CTM40510,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,True
CTM40510,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",True
CTM40510,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.",True
CTM40510,CTM40510 Claims For Exemption,Special types of society,True
CTM40510,CTM40510 Claims For Exemption,As regards:,True
CTM40510,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40100) onwards,",True
CTM40510,CTM40510 Claims For Exemption,"a society registered as a credit union, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40150) onwards.",True
CTM40510,CTM40510 Claims For Exemption,"a society registered as a housing association or registered social landlord, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40400) onwards.",True
CTM80145,CTM80145 Groups: Claims For Relief,"A payment that the claimant company in fact makes to the surrendering company up to the amount of the loss, etc, surrendered is ignored. It is not taken into account in computing the profits or losses of either company, and is not treated as a charge on income or a distribution. The payment must be made under an agreement between the claimant company and the surrendering company. The maximum payment that can be treated in this way is the amount of the trading loss, etc, not the amount of relief in terms of tax.",True
CTM80300,CTM80300 Groups: The International Aspect - Overview,As from 1 April 2000:,True
CTM80300,CTM80300 Groups: The International Aspect - Overview,"the group relief rules apply to all bodies corporate that are “UK related” (broadly, within the charge to CT) (CTM80150),",True
CTM80300,CTM80300 Groups: The International Aspect - Overview,"there are special rules (CTM80305) concerning permanent establishments and where a loss or other amount, which might otherwise be surrendered as group relief, may be the subject of tax relief in a foreign jurisdiction,",True
CTM80300,CTM80300 Groups: The International Aspect - Overview,a group relationship (CTM80150) between the claimant and surrendering companies may be established by reference to companies resident anywhere in the world.,True
CTM80300,CTM80300 Groups: The International Aspect - Overview,"Before April 2000, the group relief rules (CTM80100 onwards) applied only to bodies corporate resident in the UK, and where all links between the claimant and surrendering company were resident in the UK. For transitional provisions that apply to accounting periods straddling 1 April 2000 see CTM80370.",True
CTM80300,CTM80300 Groups: The International Aspect - Overview,For dual resident companies see CTM34500 onwards.,True
CTM80300,CTM80300 Groups: The International Aspect - Overview,"As from 1 April 2006 the group relief rules are extended to allow for the surrender of the losses of a foreign subsidiary resident in the EEA to its UK parent, subject to certain conditions – see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm81500) onwards.",True
CTM81060,CTM81060 Limited Rights,"Company J makes a loan of £100,000 to Company H at 20%. This rate exceeds a reasonable commercial return. This is not a normal commercial loan (CTM81010 ‘normal commercial loan’), so Company J is an equity holder (CTM81010 ‘equity holder’) in respect of it. But the share of the Company H’s assets to which Company J is entitled on a winding-up is limited to £100,000, the amount of the loan. The loan is a security with limited rights.",True
CTM81060,CTM81060 Limited Rights,You will notice that it would be very unusual for a loan not to be a security with limited rights.,True
CTM81080,CTM81080 Varying And Limited Rights - Effect,"rights of the current accounting period, treating limited rights as waived,",True
CTM81080,CTM81080 Varying And Limited Rights - Effect,"rights of a different accounting period (not treating limited rights as waived),",True
CTM81080,CTM81080 Varying And Limited Rights - Effect,rights of the current accounting period (not treating limited rights as waived).,True
CTM81080,CTM81080 Varying And Limited Rights - Effect,There are four different possible determinations of profits and of assets in a winding-up where CTM81060 and CTM81065 apply as well as CTM81070 and CTM81075. The four possible combinations of accounting periods and treatment of rights are:,True
CTM81080,CTM81080 Varying And Limited Rights - Effect,"rights of a different accounting period, treating limited rights as waived,",True
CTM81080,CTM81080 Varying And Limited Rights - Effect,"rights of the current accounting period, treating limited rights as waived,",True
CTM81080,CTM81080 Varying And Limited Rights - Effect,"rights of a different accounting period (not treating limited rights as waived),",True
CTM81080,CTM81080 Varying And Limited Rights - Effect,rights of the current accounting period (not treating limited rights as waived).,True
CTM81080,CTM81080 Varying And Limited Rights - Effect,The lowest percentage entitlement to profits arising from these combinations is taken for the purposes of ICTA88/SCH18/PARA2 (1).,True
CTM81080,CTM81080 Varying And Limited Rights - Effect,The lowest percentage entitlement to assets in a winding-up is taken for the purposes of ICTA88/SCH18/PARA3 (1).,True
CTM81105,"CTM81105 Option, Limited & Varying Rights","shares with limited rights (CTM81060 and CTM81065), and/or",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","shares with varying rights (CTM81070 and CTM81075),",True
CTM81105,"CTM81105 Option, Limited & Varying Rights",there are eight different possible calculations of entitlements to profits and of assets in a winding-up as below.,True
CTM81105,"CTM81105 Option, Limited & Varying Rights",The eight possible combinations are:,True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of a different accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of the current accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of a different accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of the current accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of a different accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of the current accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of a different accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of the current accounting period, no special treatment of limited rights.",True
CTM81105,"CTM81105 Option, Limited & Varying Rights",Where there are option rights (CTM81085 to CTM81100) and also:,True
CTM81105,"CTM81105 Option, Limited & Varying Rights","shares with limited rights (CTM81060 and CTM81065), and/or",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","shares with varying rights (CTM81070 and CTM81075),",True
CTM81105,"CTM81105 Option, Limited & Varying Rights",there are eight different possible calculations of entitlements to profits and of assets in a winding-up as below.,True
CTM81105,"CTM81105 Option, Limited & Varying Rights",The eight possible combinations are:,True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of a different accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of the current accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of a different accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights treated as effective, rights of the current accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of a different accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of the current accounting period, treating limited rights as waived,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of a different accounting period, no special treatment of limited rights,",True
CTM81105,"CTM81105 Option, Limited & Varying Rights","option rights ignored, rights of the current accounting period, no special treatment of limited rights.",True
CTM81105,"CTM81105 Option, Limited & Varying Rights",The lowest percentage is taken as the percentage to which the parent company is entitled.,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,If the company:,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"is within the charge to CT for three consecutive accounting periods for which returns have been required,",True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,and,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"is liable to a flat-rate penalty for each of the first two of those periods,",True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,and,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"fails to make a proper delivery of the return for the third of those periods,",True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,the amount of the penalty for the third period increases to:,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"£500 if the company delivers the return within three months after the filing date,",True
