ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,paraCount,textLevTotal
IPT07920,1.0,3.0,View changes,Where The Scheme Does Not Apply,0.0,6.0,0.0
IPT07925,1.0,3.0,View changes,Partial Reimbursements,0.0,6.0,0.0
IPT07930,2.0,4.0,View changes,Administering The Scheme,0.0,7.0,0.0
IPT07935,2.0,4.0,View changes,Deregistered Claimants,0.0,8.0,0.0
IPT07940,1.0,3.0,View changes,Statutory Interest,0.0,6.0,0.0
IPT07945,2.0,4.0,View changes,The Statutory Provisions,0.0,16.0,0.0
IPT07950,4.0,6.0,View changes,The Regulations,2.0,23.0,4.0
IPT07955,2.0,4.0,View changes,Time Limits,0.0,7.0,0.0
IPT07960,1.0,3.0,View changes,Records To Be Kept,0.0,6.0,0.0
IPT07965,3.0,6.0,View changes,The Undertaking,0.0,10.0,0.0
IPT07970,1.0,4.0,View changes,Assessment Provisions,0.0,5.0,0.0
IPT08050,0.0,23.0,View changes,Purpose And Outline Of IPT08000,3.0,17.0,1345.0
IPT08100,0.0,4.0,View changes,Roles And Responsibilities,1.0,14.0,1.0
IPT08150,2.0,5.0,View changes,The Purpose Of IPT Assurance,2.0,17.0,3.0
IPT08200,117.0,122.0,View changes,Legal Provisions: Contents,3.0,7.0,118.0
IPT08210,9.0,16.0,View changes,The Law,3.0,6.0,327.0
IPT08220,2.0,5.0,View changes,Legal Requirements,0.0,7.0,0.0
IPT08260,2.0,5.0,View changes,Principal Place Of Business And Place To Visit,0.0,10.0,0.0
IPT08265,8.0,11.0,View changes,Overseas Visits,0.0,14.0,0.0
IPT08270,1.0,5.0,View changes,Who To See,0.0,6.0,0.0
IPT08275,6.0,10.0,View changes,Non-Visit Assurance,0.0,11.0,0.0
IPT08280,11.0,14.0,View changes,Pre-Visit Preparation,0.0,16.0,0.0
IPT08290,1.0,4.0,View changes,Visit Notes And Reports,0.0,5.0,0.0
IPT08300,12.0,15.0,View changes,First Visits,1.0,19.0,12.0
IPT08350,0.0,3.0,View changes,Mutual Assistance Directive,1.0,9.0,1.0
IPT08400,24.0,27.0,View changes,Accounts System Overview,2.0,21.0,24.0
IPT08450,391.0,417.0,View changes,IPT Calculations: Contents,10.0,14.0,397.0
IPT08455,4.0,8.0,View changes,Purpose And Outline Of This Section,0.0,13.0,0.0
IPT08460,2.0,5.0,View changes,Liability,0.0,7.0,0.0
IPT08461,8.0,12.0,View changes,Tax Points,0.0,14.0,0.0
IPT08475,3.0,6.0,View changes,De Minimis ESC,0.0,8.0,0.0
IPT08480,5.0,8.0,View changes,Add-Ons,0.0,11.0,0.0
IPT08485,15.0,28.0,View changes,Tax Treatment Of Add-Ons,9.0,17.0,4759.0
IPT08490,5.0,8.0,View changes,Special Accounting Scheme,1.0,10.0,1.0
IPT08495,11.0,14.0,View changes,References,0.0,17.0,0.0
IPT08500,12.0,31.0,View changes,Visits To Lloyd's,7.0,15.0,2139.0
IPT08650,2.0,5.0,View changes,Branch Visits,0.0,7.0,0.0
IPT08700,3.0,6.0,View changes,Group Registrations,0.0,8.0,0.0
IPT08850,0.0,2.0,View changes,Assurance - Miscellaneous Matters,1.0,21.0,1.0
IPT09105,8.0,10.0,View changes,Assessments: Legal Provisions,0.0,15.0,0.0
IPT09110,5.0,7.0,View changes,Assessments: Definition Of Underdeclaration And Overdeclaration,0.0,10.0,0.0
IPT09125,7.0,9.0,View changes,Assessments: Pre-Assessment Letter,1.0,15.0,1.0
IPT09130,1.0,21.0,View changes,Assessments: Issuing A Pre-Assessment Letter,8.0,17.0,860.0
IPT09135,5.0,7.0,View changes,Assessments: Officer's Assessments,0.0,11.0,0.0
IPT09140,3.0,25.0,View changes,Assessments: Time Limits For Making And Notifying Assessments,17.0,27.0,3694.0
IPT09150,4.0,6.0,View changes,Assessments: What Time Limits Mean,0.0,9.0,0.0
IPT09250,1.0,3.0,View changes,Civil Penalties And Reasonable Excuse,0.0,17.0,0.0
IPT09300,9.0,11.0,View changes,Liability Of Insured: Liability Notices,1.0,15.0,1.0
IPT09350,1.0,3.0,View changes,Security,0.0,6.0,0.0
IPT09410,0.0,2.0,View changes,Purpose And Outline Of This Section,3.0,10.0,3.0
IPT09420,0.0,2.0,View changes,Decisions Subject To The Review Mechanism,1.0,25.0,2.0
IPT09430,0.0,2.0,View changes,Timetable For Reviews,1.0,21.0,2.0
IPT09440,0.0,2.0,View changes,Appeals To The Tribunal,1.0,8.0,2.0
IPT09450,0.0,2.0,View changes,Role Of The Issuing Officer,1.0,11.0,2.0
IPT09460,0.0,2.0,View changes,Role Of Reviewing Officer,1.0,13.0,2.0
IPT09470,0.0,2.0,View changes,Role Of Solicitor's Office,1.0,14.0,2.0
IPT09480,0.0,2.0,View changes,Timetable For Appeals,0.0,8.0,0.0
IPT09490,0.0,2.0,View changes,Conduct Of Local Reviews And Appeals,1.0,6.0,1.0
IPT09500,4.0,6.0,View changes,Incorrect Advice To Customers And Misunderstanding,1.0,10.0,1.0
IPT09550,0.0,2.0,View changes,Assessments And Misunderstandings,1.0,6.0,1.0
IPT10050,48.0,50.0,View changes,Procedures: Waiver Of Requirement To Submit IPT Returns,4.0,16.0,48.0
IPT10125,241.0,249.0,View changes,Procedures: Amending Or Correcting The IPT Register,0.0,23.0,0.0
IPT10175,75.0,77.0,View changes,Procedure Tables: Invalid Entries In The IPT Register,1.0,12.0,75.0
IPT10225,0.0,2.0,View changes,Procedure Tables: Incorrect Date Of Registration,1.0,10.0,1.0
IPT10325,6.0,8.0,View changes,Procedure Tables: Insolvent Insurers,0.0,11.0,0.0
IPT10400,6.0,8.0,View changes,Procedure Tables: Applications To Use The Special Accounting Scheme,0.0,12.0,0.0
IPT10425,5094.0,5163.0,View changes,Procedure Tables: Issue Of An Officer's Assessment,5.0,13.0,472.0
IPT10500,13.0,15.0,View changes,Procedure Tables: Liability Notices - Operational Arrangements,0.0,24.0,0.0
IPT10525,8.0,10.0,View changes,Procedure Tables: Misunderstanding,0.0,13.0,0.0
IPT10550,0.0,2.0,View changes,Procedure Tables: Incorrect Advice To Customers,1.0,4.0,1.0
IPT11000,36.0,38.0,View changes,Annexes: Contents,4.0,7.0,36.0
IPT11100,37.0,67.0,View changes,Annexes: Types Of Insurance,0.0,3.0,0.0
IPTM8005,0.0,3.0,View changes,Qualifying Policies: Main Conditions: Contents,0.0,20.0,0.0
IPTM8020,0.0,3.0,View changes,Permitted Benefits Under A Qualifying Policy,0.0,12.0,0.0
IPTM8030,0.0,2.0,View changes,Minimum Capital Sum Assured On Death: General Rule,0.0,18.0,0.0
MGETR20000,0.0,2.0,View changes,Museums And Galleries Exhibition Tax Relief: Chapter 2: Making A Claim,0.0,11.0,0.0
MGETR20020,0.0,2.0,View changes,Making A Claim: CT600,0.0,28.0,0.0
MLR1PP11100,59.0,71.0,View changes,What To Include In A Pre-Penalty Notice,10.0,19.0,2949.0
MLR1PP11200,43.0,63.0,View changes,What To Include In A Penalty Notice,14.0,22.0,1675.0
MLR1PP11350,95.0,152.0,View changes,MLR1 Penalties Guidance: Payment And Recovery Of Penalties,1.0,7.0,77.0
MLR1PP12100,342.0,344.0,View changes,Withdrawal Of The Fit And Proper Status,3.0,7.0,269.0
MLR2R15100,864.0,1495.0,View changes,MLR2 Registration Team Action,8.0,9.0,1054.0
NIM02090,1489.0,1494.0,View changes,Company Credit Cards,13.0,23.0,1503.0
NIM10000,0.0,2.0,View changes,Aggregation Of Earnings: Contents,0.0,73.0,0.0
NIM10051,0.0,3.0,View changes,Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: No Appropriate Personal Pension (APP) In Place: Contracted-Out Earnings Exceed LEL But Do Not Reach ET: 2001/2002 Tax Year,0.0,21.0,0.0
NIM10053,0.0,3.0,View changes,Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: Appropriate Personal Pension (APP) In Place: Total Earnings Do Not Reach LEL: 2001/2002 Tax Year,0.0,5.0,0.0
NIM16400,0.0,4.0,View changes,Special Class 1A Nics Cases: Workers Going Or Coming From Abroad Who Are Provided With Benefits: Contents,0.0,21.0,0.0
NIM16425,0.0,3.0,View changes,Double Taxation Agreements,0.0,10.0,0.0
NIM16455,0.0,3.0,View changes,Workers From Within The European Economic Area: Posted Workers,0.0,7.0,0.0
NIM16460,0.0,3.0,View changes,Workers From Countries With Reciprocal Agreements Or Double Contribution Conventions: Not Posted Workers,0.0,11.0,0.0
NIM16470,0.0,3.0,View changes,Workers From The Rest Of The World: Not Posted Workers,0.0,12.0,0.0
NMWM07025,1.0,8.0,View changes,Confirming Salaried Hours Work - Flowchart,1.0,5.0,5.0
NMWM07034,285.0,288.0,View changes,Salaried Hours Work Conditions - Annual Salary,2.0,17.0,264.0
NMWM16000,0.0,3.0,View changes,Disclosure Of Information: Contents,0.0,57.0,0.0
NMWM16010,0.0,3.0,View changes,Introduction,0.0,19.0,0.0
NMWM16030,0.0,3.0,View changes,Lawful Authority To Disclose Information,0.0,10.0,0.0
NMWM16050,0.0,4.0,View changes,Ownership Of National Minimum Wage Information,0.0,9.0,0.0
NMWM16060,0.0,3.0,View changes,Exchange Of Information With Other HM Revenue & Customs’ Teams,0.0,13.0,0.0
NMWM16080,0.0,3.0,View changes,"Legal Gateways; Request For Information From Another Government Department Or Public Authority, Including Local Authorities",0.0,7.0,0.0
NMWM16120,0.0,3.0,View changes,Data Protection Act; Issues Relevant To HM Revenue & Customs’ Disclosures,0.0,10.0,0.0
NMWM16170,0.0,2.0,View changes,Freedom Of Information,0.0,10.0,0.0
NMWM16200,0.0,2.0,View changes,Human Rights Act; Information Sharing Provisions,0.0,15.0,0.0
NMWM16210,0.0,2.0,View changes,"Department For Business, Innovation & Skills",0.0,14.0,0.0
NMWM16310,0.0,2.0,View changes,Orders From Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,16.0,0.0
NMWM16312,0.0,2.0,View changes,NMW Officer Ordered To Attend A Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,12.0,0.0
NMWM16314,0.0,2.0,View changes,Providing Documentation To A Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,9.0,0.0
NMWM16320,0.0,2.0,View changes,Civil And Criminal Court Proceedings (No Direct HM Revenue & Customs’ Involvement),0.0,13.0,0.0
OT00002,1.0,3.0,View changes,Introduction,0.0,9.0,0.0
OT00005,399.0,1019.0,View changes,The Taxation Of The Oil Industry - Overview: Contents,9.0,13.0,419.0
OT00010,1.0,3.0,View changes,The Taxation Of The UK Oil Industry: An Overview: Background,0.0,6.0,0.0
OT00020,1.0,3.0,View changes,The Taxation Of The UK Oil Industry: An Overview: The Current Fiscal Regime For Oil And Gas,3.0,9.0,4.0
OT00110,1.0,3.0,View changes,The Taxation Of The UK Oil Industry: An Overview: Public Accounts Committee Report 1973 And The 1974 White Paper,0.0,8.0,0.0
OT00150,1.0,3.0,View changes,The Taxation Of The UK Oil Industry: An Overview: Oil Taxation Act 1975,0.0,13.0,0.0
OT00190,11.0,13.0,View changes,The Taxation Of The UK Oil Industry: An Overview: Other Developments To The Fiscal Regime 1975 To 2014,23.0,29.0,7726.0
OT00500,2.0,6.0,View changes,Map Of New And Old Legislative References Following 2009 And 2010 Consolidation Act,0.0,10.0,0.0
OT01000,140.0,151.0,View changes,The DECC Role In The UK North Sea: Contents,4.0,8.0,149.0
OT01001,1.0,3.0,View changes,The DECC Energy Development Unit,0.0,10.0,0.0
OT01007,1.0,3.0,View changes,The Field Determination Process,0.0,12.0,0.0
OT01009,0.0,2.0,View changes,Decommissioning Oil Installations,1.0,8.0,2.0
OT02002,1.0,3.0,View changes,Unique Features Of The Oil And Gas Industry,0.0,10.0,0.0
OT02003,8.0,10.0,View changes,Attempts To Standardise Accounting Principles,1.0,30.0,1.0
OT02020,2.0,4.0,View changes,Companies Act 2006,0.0,11.0,0.0
OT02025,4.0,6.0,View changes,Adoption Of IFRS By UK Companies,1.0,13.0,1.0
OT02030,5.0,7.0,View changes,IFRS 6 - Exploration For And Evaluation Of Mineral Resources,0.0,19.0,0.0
OT02086,8.0,10.0,View changes,The Full Costs Accounting Method,0.0,24.0,0.0
OT02115,7.0,9.0,View changes,Joint Venture Accounting - UKGAAP,1.0,17.0,1.0
OT02116,22.0,24.0,View changes,Joint Venture Accounting - UKGAAP - Summary Of The Nature Of Relationships And Accounting Treatment,12.0,15.0,2168.0
OT02120,1.0,4.0,View changes,Joint Venture Accounting - IFRS,1.0,17.0,1.0
OT02190,3.0,6.0,View changes,Underlift And Overlift,0.0,9.0,0.0
OT02195,1.0,5.0,View changes,Decommissioning,0.0,11.0,0.0
OT02200,2.0,5.0,View changes,Disclosure Of Commercial Reserve Quantities,0.0,11.0,0.0
OT03000,23.0,100.0,View changes,Petroleum Revenue Tax: Contents,12.0,19.0,97.0
OT03005,57.0,280.0,View changes,PRT: Overview Of PRT: Contents,4.0,7.0,93.0
OT03010,59.0,78.0,View changes,PRT - Introduction,3.0,9.0,3.0
OT03050,60.0,86.0,View changes,PRT - Outline,9.0,16.0,19.0
OT03100,287.0,312.0,View changes,PRT - Definitions,38.0,39.0,15472.0
OT03150,2.0,37.0,View changes,PRT Overview Of PRT - Computation Of PRT Charge,14.0,28.0,19.0
OT03500,204.0,1012.0,View changes,PRT: Changes - FA93: Contents,9.0,13.0,317.0
OT03510,4.0,7.0,View changes,FA93 - Outline,4.0,8.0,5.0
OT03515,3.0,7.0,View changes,FA93 - Effect On Non-Taxable And Taxable Fields,2.0,23.0,4.0
OT03525,30.0,75.0,View changes,FA93 - Reduction In Rate Of PRT,1.0,6.0,1.0
OT03530,1.0,4.0,View changes,FA93 - Apportionment Of Expenditure Between Taxable And Non-Taxable Fields,3.0,9.0,5.0
OT03535,7.0,10.0,View changes,FA93 - Fixed Assets And Dedicated Mobile Assets - Attribution Of Income And Expenditure,4.0,16.0,4.0
OT03540,0.0,3.0,View changes,FA93 - Non-Dedicated Mobile Assets,1.0,11.0,1.0
OT03550,0.0,3.0,View changes,FA93 - Tariff Receipts Allowance (TRA),1.0,6.0,1.0
OT04005,2.0,5.0,View changes,Chargeable Periods,0.0,8.0,0.0
OT04030,1.0,5.0,View changes,Appointment Of Responsible Person,2.0,11.0,2.0
OT04060,0.0,3.0,View changes,Returns By Responsible Person - PRT 2,1.0,13.0,1.0
OT04100,0.0,2.0,View changes,Returns By Participators - PRT 6,1.0,6.0,1.0
OT04120,2.0,4.0,View changes,Deferral Of Returns,1.0,8.0,1.0
OT04150,0.0,2.0,View changes,Payment Provisions - Payment On Account - PRT 6,1.0,6.0,2.0
OT04240,0.0,2.0,View changes,PRT: Administration - Payment Provisions - Payment Of Tax,1.0,5.0,1.0
OT04270,3.0,5.0,View changes,Payment Provisions - Interest,0.0,12.0,0.0
OT04280,1.0,3.0,View changes,Payment Provisions - Interest Cap,0.0,13.0,0.0
OT04300,6.0,8.0,View changes,Assessments And Loss Determinations,1.0,14.0,1.0
OT04330,1.0,3.0,View changes,Amended Assessments And Loss Determinations,1.0,11.0,1.0
OT04360,1.0,3.0,View changes,Appeals Against Assessments,1.0,14.0,1.0
OT04390,0.0,2.0,View changes,Claims Outline,1.0,9.0,1.0
OT04395,1.0,3.0,View changes,Claims - Schedule 5 \ 7 Interface,1.0,8.0,1.0
OT04400,0.0,2.0,View changes,Claims - Time Limits For Claims,4.0,10.0,4.0
OT04410,1.0,3.0,View changes,Claims - Claim Periods,3.0,14.0,3.0
OT04420,2.0,4.0,View changes,Claims By Responsible Person - PRT 30,0.0,14.0,0.0
OT04425,1.0,3.0,View changes,Responsible Person Claims - Division Of Expenditure,2.0,11.0,3.0
OT04450,3.0,5.0,View changes,Responsible Person Claims - Confidentiality,2.0,17.0,2.0
OT04480,2.0,4.0,View changes,Claims By Participators - PRT 40,0.0,13.0,0.0
OT04510,1.0,3.0,View changes,Schedule 7 Claims PRTD8 & PRT60B,2.0,9.0,2.0
OT04570,0.0,2.0,View changes,Cross Field Allowance Elections,1.0,5.0,1.0
OT04630,1.0,3.0,View changes,Decisions And Allowance Of Claims,2.0,13.0,2.0
OT04635,1.0,3.0,View changes,Decisions - Part And Final Claim Decisions,0.0,11.0,0.0
OT04640,5.0,7.0,View changes,Decisions - Reservations On Claims,3.0,15.0,3.0
OT04645,72.0,75.0,View changes,Decisions - Time Limit For Final Claim Decision,1.0,5.0,72.0
OT04650,0.0,2.0,View changes,Decisions - Timing Of Claim Decisions,1.0,6.0,1.0
OT04660,75.0,77.0,View changes,Claims And Correspondence During The Assessing Rounds,1.0,10.0,72.0
OT04690,2.0,4.0,View changes,Appeals Against Claim Decisions,0.0,9.0,0.0
OT04720,0.0,2.0,View changes,Negative Claims,2.0,10.0,2.0
OT04740,72.0,74.0,View changes,Informal Claims,1.0,6.0,72.0
OT04743,2.0,4.0,View changes,Informal Claims - Procedures,0.0,10.0,0.0
OT04746,145.0,147.0,View changes,Informal Claims - Research Expenditure,1.0,7.0,144.0
OT04750,0.0,2.0,View changes,Notice Of Variation,1.0,14.0,1.0
OT04780,1.0,3.0,View changes,Withdrawal Of Claims,1.0,10.0,1.0
OT04785,1.0,3.0,View changes,PRT: Administration - Relief For Overpaid Tax,1.0,9.0,1.0
OT04790,1.0,3.0,View changes,Information Relating To Sales At Arm’S Length And Market Value Of Oil,0.0,13.0,0.0
OT05000,26.0,511.0,View changes,PRT: Valuation: Contents,8.0,13.0,62.0
OT05004,267.0,782.0,View changes,PRT: Computation: Contents,17.0,20.0,321.0
OT05008,2.0,4.0,View changes,PRT: Computations - General Introduction,0.0,11.0,0.0
OT05012,3.0,5.0,View changes,PRT: Computations - Outline,1.0,16.0,2.0
OT05016,16.0,28.0,View changes,PRT: Computations - Tax Point,21.0,24.0,4918.0
OT05020,6.0,12.0,View changes,PRT: Computation - Valuation Point And Gross Profit,6.0,16.0,10.0
OT05025,54.0,58.0,View changes,PRT: Computation - Arm's Length Rule,16.0,24.0,5511.0
OT05030,44.0,46.0,View changes,PRT: Computation - The Arms Length Rule - Examples,20.0,23.0,9971.0
OT05075,0.0,3.0,View changes,PRT: Computation - Currency Translation - Outline,2.0,20.0,2.0
OT05080,4.0,28.0,View changes,PRT: Currency Translation - Practical Application,4.0,16.0,497.0
OT05105,15.0,17.0,View changes,PRT: CIF Sales - Chargeable Periods Ended Before 1 January 1994,1.0,10.0,1.0
OT05110,15.0,20.0,View changes,PRT: CIF Sales - Chargeable Periods Ended After 31 December 1993,0.0,7.0,0.0
OT05115,15.0,17.0,View changes,PRT: CIF Sales - Chargeable Periods Ended After 30 June 2006,0.0,5.0,0.0
OT05120,15.0,17.0,View changes,PRT: CIF Sales - Third Party / Affiliate Shipping,1.0,10.0,1.0
OT05125,1.0,3.0,View changes,PRT: Computation - Excluded Oil,0.0,13.0,0.0
OT05135,6.0,8.0,View changes,PRT: Computation - Gas Levy,0.0,13.0,0.0
OT05150,1.0,3.0,View changes,PRT: Computation - Stock And Oil In Transit,0.0,14.0,0.0
OT05200,303.0,658.0,View changes,PRT: The Nomination Scheme - Contents,12.0,16.0,364.0
OT05202,71.0,76.0,View changes,Why The Scheme Was Introduced,0.0,5.0,0.0
OT05205,16.0,41.0,View changes,The Scheme For Chargeable Periods On Or After 01 July 2006: Background,0.0,19.0,0.0
OT05210,25.0,61.0,View changes,Nomination Scheme For Deliveries On Or After 01 July 2006,0.0,6.0,0.0
OT05215,24.0,34.0,View changes,Scope,1.0,11.0,1.0
OT05220,22.0,65.0,View changes,Time-Limits For Making Nominations,0.0,12.0,0.0
OT05225,26.0,61.0,View changes,Manner Of Making A Nomination,0.0,9.0,0.0
OT05230,23.0,36.0,View changes,Content Of A Nomination Made During Business Hours,2.0,18.0,2.0
OT05232,24.0,35.0,View changes,Content Of A Nomination Made Outside Business Hours,1.0,20.0,2.0
OT05234,26.0,32.0,View changes,Effective Nominations - Further Provisions,0.0,8.0,0.0
OT05240,23.0,64.0,View changes,Ineffective Nomination - How To Calculate Nomination Excesses,3.0,16.0,3.0
OT05245,29.0,33.0,View changes,Scheme: Allocating Nomination Excesses To Fields,2.0,37.0,2.0
OT05250,26.0,32.0,View changes,Nomination Excesses Taxable To Both CT And SC,0.0,6.0,0.0
OT05300,233.0,1515.0,View changes,PRT: Valuation Of Non-Arm's Length Disposals And Appropriations - Oil: Contents,32.0,36.0,458.0
OT05302,22.0,66.0,View changes,Methods - Dependence Upon Kind Of Oil Being Valued,1.0,10.0,2.0
OT05308,3.0,7.0,View changes,"Crude Oils And Products - Notional Delivery Day For Stock, Deliveries And Appropriations",2.0,28.0,2.0
OT05310,2.0,7.0,View changes,Crude Oils And Products - Loading Slots,0.0,16.0,0.0
OT05315,32.0,90.0,View changes,Crude Oils And Products- Category 1 Oil Introduction,0.0,12.0,0.0
OT05317,1.0,5.0,View changes,Crude Oils And Products - Category 1 Oil Basis Of Values Calculations,0.0,19.0,0.0
OT05321,32.0,53.0,View changes,Crude Oils And Products- Category 1 Oil Brent,0.0,13.0,0.0
OT05323,1.0,5.0,View changes,Crude Oils And Products - Category 1 Oil Non-Brent Grades,0.0,7.0,0.0
OT05325,817.0,841.0,View changes,Crude Oils And Products - How To Calculate Category 1 Values,46.0,54.0,8551.0
OT05328,2.0,6.0,View changes,Crude Oils And Products - Category 1 Oil Forties Blend Sulphur De-Escalator,0.0,11.0,0.0
OT05330,3.0,7.0,View changes,Crude Oils And Products - Category 1 Anti Avoidance,0.0,30.0,0.0
OT05335,0.0,4.0,View changes,Crude Oils And Products - Category 2 Oils Introduction,1.0,11.0,1.0
OT05337,3.0,8.0,View changes,Crude Oils And Products - Category 2 Basis Of Values Calculations,0.0,14.0,0.0
OT05340,0.0,5.0,View changes,Crude Oils And Products - Category 2 Value Calculation Mechanism: Overview,1.0,10.0,1.0
OT05343,0.0,4.0,View changes,Crude Oils And Products - List Of Oils Within Category 2,0.0,7.0,0.0
OT05343A,36.0,139.0,View changes,Crude Oils And Products - Category 2 - Alba,0.0,12.0,0.0
OT05343B,36.0,175.0,View changes,Crude Oils And Products - Category 2 - Anasuria,0.0,11.0,0.0
OT05343C,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Beryl,0.0,11.0,0.0
OT05343D,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Clair,0.0,11.0,0.0
OT05343E,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Curlew,0.0,11.0,0.0
OT05343F,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Foinavon,0.0,11.0,0.0
OT05343G,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Gryphon,0.0,11.0,0.0
OT05343H,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Harding,0.0,11.0,0.0
OT05343I,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Pierce,0.0,12.0,0.0
OT05343J,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Schiehallion,0.0,11.0,0.0
OT05343K,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Triton,0.0,11.0,0.0
OT05343L,36.0,174.0,View changes,Crude Oils And Products - Category 2 - Wytch Farm,0.0,11.0,0.0
OT05345,33.0,87.0,View changes,Crude Oils And Products - Category 2 - Valuation Of Condensate,0.0,9.0,0.0
OT05350,39.0,42.0,View changes,Crude Oils & Products - Category 2 - Valuation Of Lpgs,0.0,16.0,0.0
OT05352,38.0,43.0,View changes,Crude Oils & Products - Category 2 Exceptions,0.0,8.0,0.0
OT05355,39.0,42.0,View changes,Crude Oils & Products - Valuation Of Tariffs In Kind,0.0,6.0,0.0
OT05360,2015.0,6120.0,View changes,PRT: Valuation Of Non-Arms Length Disposals And Appropriations - Gas: Contents,32.0,34.0,2777.0
OT05362,113.0,120.0,View changes,PRT: Valuation Of Non-Arms Length Disposals And Appropriations - Gas - Valuation Of Light Gases To 31 December 1993,2.0,7.0,2.0
OT05364,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election In Force At 31 December 1993,0.0,8.0,0.0
OT05366,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election - New Price Formula,0.0,8.0,0.0
OT05370,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election - Practice,0.0,12.0,0.0
OT05375,0.0,5.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Legislation,1.0,19.0,2.0
OT05380,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - General Principles,1.0,10.0,1.0
OT05385,0.0,5.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Procedures,2.0,12.0,2.0
OT05390,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Current Approaches,1.0,6.0,1.0
OT05392,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Identifying The Disposal,0.0,9.0,0.0
OT05394,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Timing Of The Disposal,0.0,9.0,0.0
OT05396,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Fixed Price Sales,0.0,7.0,0.0
OT05398,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Location,0.0,6.0,0.0
OT05402,0.0,5.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Take Or Pay,1.0,7.0,1.0
OT05404,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Buyer’S/Seller’S Nominations,0.0,5.0,0.0
OT05406,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Other Elements,0.0,5.0,0.0
OT05408,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Published Prices,0.0,10.0,0.0
OT05410,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Net Back Pricing Agreements,0.0,6.0,0.0
OT05412,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Re-Opening Agreements,0.0,8.0,0.0
OT05414,1.0,175.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Status Of Elections,0.0,5.0,0.0
OT05416,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Transfer Of Field Interests,0.0,6.0,0.0
OT05418,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Market Evidence,0.0,6.0,0.0
OT05422,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - No Inter-Affiliate Agreement,0.0,6.0,0.0
OT05424,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - None Specific Field Contracts,0.0,5.0,0.0
OT05425,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Conclusion,0.0,6.0,0.0
OT05430,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - The ICI Case - The Arm’S Length Rule,0.0,8.0,0.0
OT05435,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Take Or Pay Arrangements,1.0,12.0,1.0
OT05440,1.0,4.0,View changes,PRT: Valuation Of Non-Arm's Gas - Capacity Payments,0.0,6.0,0.0
