ChapterNum,Title,Title,Para,Para
OT18280,"OT18280 e-Determinations - Unitisations, PRT Treatment","OT18280 Re-Determinations - Unitisations, PRT Treatment","A unitisation agreement is normally entered into shortly after the PRT field boundary is determined by the Department of Energy & Climate Change and before expenditure is incurred on field development. Prior to that however, both groups of participators may have separately incurred expenditure on exploring and appraising their individual blocks.","A unitisation agreement is normally entered into shortly after the PRT field boundary is determined by the Department of Energy & Climate Change and before expenditure is incurred on field development. Prior to that however, both groups of participators may have separately incurred expenditure on exploring and appraising their individual blocks."
OT18280,"OT18280 e-Determinations - Unitisations, PRT Treatment","OT18280 Re-Determinations - Unitisations, PRT Treatment","OTA75\SCH5\PARA1 provides that the first claim period (see OT04420) shall, as the responsible person elects, end on either 30 June or 31 December following final determination of the PRT field boundary and include an unlimited time prior to that determination. Normally when the field boundary is determined the unitisation agreement is negotiated and this then results in both groups of licensees agreeing interests in the PRT field. OTA75\SCH5\PARA2(4)(b) then requires that Schedule 5 expenditure claims show a division of expenditure between the participators in accordance with their respective interests in the oil field. These are their interests in the oil from the determined field.","OTA75\SCH5\PARA1 provides that the first claim period (see OT04420) shall, as the responsible person elects, end on either 30 June or 31 December following final determination of the PRT field boundary and include an unlimited time prior to that determination. Normally when the field boundary is determined the unitisation agreement is negotiated and this then results in both groups of licensees agreeing interests in the PRT field. OTA75\SCH5\PARA2(4)(b) then requires that Schedule 5 expenditure claims show a division of expenditure between the participators in accordance with their respective interests in the oil field. These are their interests in the oil from the determined field."
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,"FA80\Sch17\ParaARA1(1)(a) (transfers of interests in oil fields, see OT18000) provides that the schedule does not apply where there is a re-determination under a unitisation agreement and this applies both to UK and transmedian fields. It goes on to define the terms “Unitisation” and “Re-determination”. A unitisation agreement means an agreement for the exploitation of an oil field falling within 2 licensed areas or a transmedian field. A redetermination means in relation to such fields a re-determination of the oil between the respective licensed areas.","FA80\Sch17\ParaARA1(1)(a) (transfers of interests in oil fields, see OT18000) provides that the schedule does not apply where there is a re-determination under a unitisation agreement and this applies both to UK and transmedian fields. It goes on to define the terms “Unitisation” and “Re-determination”. A unitisation agreement means an agreement for the exploitation of an oil field falling within 2 licensed areas or a transmedian field. A redetermination means in relation to such fields a re-determination of the oil between the respective licensed areas."
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,Disposal,Disposal
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,"The view of LBS Oil & Gas is that a re-determination of a UK unitised field does not constitute a disposal for the purposes of OTA 1983. This view is reinforced by OTA83\S7(3) (see OT15060) which specifically brings into PRT charge as disposal receipts, repayments arising on a re- determination of a transmedian field. If re-determinations were otherwise within the scope of OTA 1983 there would be no need for this sub-section","The view of LBS Oil & Gas is that a re-determination of a UK unitised field does not constitute a disposal for the purposes of OTA 1983. This view is reinforced by OTA83\S7(3) (see OT15060) which specifically brings into PRT charge as disposal receipts, repayments arising on a re- determination of a transmedian field. If re-determinations were otherwise within the scope of OTA 1983 there would be no need for this sub-section"
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,Redetermination in relation to Start-up of Production,Redetermination in relation to Start-up of Production
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,"Where the re-determination of unit equities on a UK field takes place before production start up, and thus usually before expenditure claims are submitted and agreed, the expenditure claims can show the revised interests. However if production has commenced this means that some parties will have received too much oil and paid too much expenditure or vice-versa.","Where the re-determination of unit equities on a UK field takes place before production start up, and thus usually before expenditure claims are submitted and agreed, the expenditure claims can show the revised interests. However if production has commenced this means that some parties will have received too much oil and paid too much expenditure or vice-versa."
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,Claim Periods post Re-determination,Claim Periods post Re-determination
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,The position is corrected for the future by re-aligning the percentage interests of each participator from the date of the re-determination. For the past the position is corrected by the making of cash payments between participators to correct the respective over and under investments.,The position is corrected for the future by re-aligning the percentage interests of each participator from the date of the re-determination. For the past the position is corrected by the making of cash payments between participators to correct the respective over and under investments.
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,Interest payments,Interest payments
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,"Such payments often include interest or some other type of pecuniary obligation and, by virtue of OTA75\S3(4)(a), see OT09475. This element is ignored for PRT purposes. Interest as receipt is also ignored, see OT15060.","Such payments often include interest or some other type of pecuniary obligation and, by virtue of OTA75\S3(4)(a), see OT09475. This element is ignored for PRT purposes. Interest as receipt is also ignored, see OT15060."
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,Disproportionate cost sharing - operating costs,Disproportionate cost sharing - operating costs
OT18290,OT18290 e-Determinations - Schedule 17,OT18290 Re-Determinations - Schedule 17,"It sometimes happens that the correction of past operating costs is effected, not by way of cash payments but by means of adjusting the liftings of the participators post re-determination until correction has been achieved (known as the “make up” period). In such circumstances it will be appropriate for the proposed division of allowable expenditure (OTA75\Sch5\Para2(4)(b)) to depart from a split based directly on percentage equity interests and instead to divide the costs by reference to liftings, see OT04420.","It sometimes happens that the correction of past operating costs is effected, not by way of cash payments but by means of adjusting the liftings of the participators post re-determination until correction has been achieved (known as the “make up” period). In such circumstances it will be appropriate for the proposed division of allowable expenditure (OTA75\Sch5\Para2(4)(b)) to depart from a split based directly on percentage equity interests and instead to divide the costs by reference to liftings, see OT04420."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,"A re-determination does not have retrospective effect for PRT purposes and does not make claims for earlier periods incorrect, as they were correctly made by reference to the participators’ interests then applying.","A re-determination does not have retrospective effect for PRT purposes and does not make claims for earlier periods incorrect, as they were correctly made by reference to the participators’ interests then applying."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,"OTA75\Sch4\Para1 debars relief on a specific basis for the adjusting payments made by the acquiring or under-invested parties. However, LBS Oil & Gas accepts that, by reference to OTA75\Sch5\Para2(4)(b), the responsible person is entitled, in making allocations for the period of re-determination, to reflect the impact of the adjustment in that period on past expenditure. Accordingly the position for claim periods prior to the re-determination is dealt with by the submission, by the responsible person, of a Schedule 5 claim comprising the net cash payments, excluding any interest or related payments. In practice therefore a “stand in shoes” approach is followed and a “nil claim” is accepted for the re-determination period reflecting the adjustments necessary to give effect to the revised sharings of the earlier incurred expenditure. Since the sums paid by the under-invested parties should equal in total the sums received by the over-invested parties the claim will usually be for “nil” expenditure and “nil” supplement.","OTA75\Sch4\Para1 debars relief on a specific basis for the adjusting payments made by the acquiring or under-invested parties. However, LBS Oil & Gas accepts that, by reference to OTA75\Sch5\Para2(4)(b), the responsible person is entitled, in making allocations for the period of re-determination, to reflect the impact of the adjustment in that period on past expenditure. Accordingly the position for claim periods prior to the re-determination is dealt with by the submission, by the responsible person, of a Schedule 5 claim comprising the net cash payments, excluding any interest or related payments. In practice therefore a “stand in shoes” approach is followed and a “nil claim” is accepted for the re-determination period reflecting the adjustments necessary to give effect to the revised sharings of the earlier incurred expenditure. Since the sums paid by the under-invested parties should equal in total the sums received by the over-invested parties the claim will usually be for “nil” expenditure and “nil” supplement."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,"Note that disallowances applicable only to certain participators (e.g. by virtue of OTA75\Sch4\Para2) may give a slightly different net end result. The balancing process, therefore, involves the allowance in accordance with OTA75\Sch5\Para2(4)(b) of additional expenditure and supplement to the “acquiring group” balanced by the withdrawal of the same expenditure and supplement from the “disposing group”. Before or after safeguard this gives a satisfactory solution to all parties but during safeguard the payer may lose full effective relief (see OT17700).","Note that disallowances applicable only to certain participators (e.g. by virtue of OTA75\Sch4\Para2) may give a slightly different net end result. The balancing process, therefore, involves the allowance in accordance with OTA75\Sch5\Para2(4)(b) of additional expenditure and supplement to the “acquiring group” balanced by the withdrawal of the same expenditure and supplement from the “disposing group”. Before or after safeguard this gives a satisfactory solution to all parties but during safeguard the payer may lose full effective relief (see OT17700)."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,"The re-determination claim should cover all the Schedule 5 claims for claim periods ended prior to the date of the re-determination. It is normally based on the expenditure included in those claims but occasionally it can be based on the expenditure and supplement actually allowed on decisions on the claims in question. In such a case the re-determination claim is normally agreed in full, with further adjustments being made when the original claims are settled.","The re-determination claim should cover all the Schedule 5 claims for claim periods ended prior to the date of the re-determination. It is normally based on the expenditure included in those claims but occasionally it can be based on the expenditure and supplement actually allowed on decisions on the claims in question. In such a case the re-determination claim is normally agreed in full, with further adjustments being made when the original claims are settled."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,"The “Nil” re-determination claim often applies only to “capital” expenditure. Over- and under- allocations of operating expenditure can be dealt with by make-up adjustments in the period(s) following re-determination, as discussed at OT18290.","The “Nil” re-determination claim often applies only to “capital” expenditure. Over- and under- allocations of operating expenditure can be dealt with by make-up adjustments in the period(s) following re-determination, as discussed at OT18290."
OT18300,OT18300 e-Determinations - Re-Determination Claims,OT18300 Re-Determinations - Re-Determination Claims,See OT13060 regarding the effect on past CFA elections.,See OT13060 regarding the effect on past CFA elections.
OT18310,OT18310 e-Determinations - Negative Uplift And Safeguard,OT18310 Re-Determinations - Negative Uplift And Safeguard,"The quality of expenditure included in a re-determination claim, i.e. whether it qualifies for supplement, is determined as if the expenditure were incurred at the date of original occurrence, and supplement will thus be given and clawed back, post net profit period, on such a claim.","The quality of expenditure included in a re-determination claim, i.e. whether it qualifies for supplement, is determined as if the expenditure were incurred at the date of original occurrence, and supplement will thus be given and clawed back, post net profit period, on such a claim."
OT18310,OT18310 e-Determinations - Negative Uplift And Safeguard,OT18310 Re-Determinations - Negative Uplift And Safeguard,"The test as to the quality of expenditure cannot be affected by a subsequent change in the shares in which the participators bear the costs as a result of the re-determination. Accordingly where the original claims have been settled, the over-invested parties, i.e. those receiving a payment and thus having a negative allocation, cannot disclaim supplement on any part of the receipt which relates to qualifying expenditure. This applies also when the participator is in safeguard.","The test as to the quality of expenditure cannot be affected by a subsequent change in the shares in which the participators bear the costs as a result of the re-determination. Accordingly where the original claims have been settled, the over-invested parties, i.e. those receiving a payment and thus having a negative allocation, cannot disclaim supplement on any part of the receipt which relates to qualifying expenditure. This applies also when the participator is in safeguard."
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,"A disposal of all, or a part, of an interest in a production licence is often referred to as a farmout. Consideration received for such a disposal can consist of:","A disposal of all, or a part, of an interest in a production licence is often referred to as a farmout. Consideration received for such a disposal can consist of:"
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,Cash for the purchase of an individual participator’s licence interest(s) or,Cash for the purchase of an individual participator’s licence interest(s) or
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,"The increasing interest party (farmer-in or farmee) undertaking a work programme at his own expense, e.g. drilling a further exploration or appraisal well on the block in question, for the benefit of all participators on the licence in question. In such a situation the increasing interest party would acquire a proportionate share of each of the other participators’ (reducing interest parties) interests or","The increasing interest party (farmer-in or farmee) undertaking a work programme at his own expense, e.g. drilling a further exploration or appraisal well on the block in question, for the benefit of all participators on the licence in question. In such a situation the increasing interest party would acquire a proportionate share of each of the other participators’ (reducing interest parties) interests or"
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,The increasing interest party agrees to bear part or all of one or more reducing interest party’s share(s) of expenditure on the licence. As part of the agreement the increasing interest party may also acquire a retained share of production until an aggregate amount has been received.,The increasing interest party agrees to bear part or all of one or more reducing interest party’s share(s) of expenditure on the licence. As part of the agreement the increasing interest party may also acquire a retained share of production until an aggregate amount has been received.
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,The consideration provided by the farmer-in may also include the grant to the farmer-out of:,The consideration provided by the farmer-in may also include the grant to the farmer-out of:
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,A right to receive a royalty - a royalty interest.,A right to receive a royalty - a royalty interest.
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,A net profit interest - a payment out of production relating to the acquired interest.,A net profit interest - a payment out of production relating to the acquired interest.
OT18320,OT18320 e-Determinations - Farm Outs - Outline,OT18320 Re-Determinations - Farm Outs - Outline,"The grant of such rights has no PRT effect. If a field is developed liability rests with the farmer-in as he is the participator who holds the licence which gives rise to the oil won. The farmer-in is, however, treated as having disposed of the oil to the farmer-out in a sale not at arms length - see OTA75\Sch3\Para6(2).","The grant of such rights has no PRT effect. If a field is developed liability rests with the farmer-in as he is the participator who holds the licence which gives rise to the oil won. The farmer-in is, however, treated as having disposed of the oil to the farmer-out in a sale not at arms length - see OTA75\Sch3\Para6(2)."
OT18330,OT18330 e-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,OT18330 Re-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,"Where company B makes a cash payment to company A, by means of which B acquires A’s entire interest in a licence then, if there is no determined PRT field at the date of the transfer of their licence, company B cannot claim any of that expenditure under the rules of Schedule 7, irrespective of whether the sum paid by it is a reimbursement of actual costs or a lump sum. (OTA75\S3(4)(e) applied by reference to OTA75\S5(4) and OTA75\S5A(4)).","Where company B makes a cash payment to company A, by means of which B acquires A’s entire interest in a licence then, if there is no determined PRT field at the date of the transfer of their licence, company B cannot claim any of that expenditure under the rules of Schedule 7, irrespective of whether the sum paid by it is a reimbursement of actual costs or a lump sum. (OTA75\S3(4)(e) applied by reference to OTA75\S5(4) and OTA75\S5A(4))."
OT18330,OT18330 e-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,OT18330 Re-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,"However if company A had previously been allowed its original expenditure on the licence under the abortive exploration expenditure rules, there would be a claw back under the provisions of OTA75\S5(6).","However if company A had previously been allowed its original expenditure on the licence under the abortive exploration expenditure rules, there would be a claw back under the provisions of OTA75\S5(6)."
OT18330,OT18330 e-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,OT18330 Re-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,"If company A had previously been allowed its original expenditure on the licence incurred after 16 March 1983 under the rules of Section 5A OTA 1975 then whether any reimbursement received after that date falls to be dealt with as a qualifying receipt, and subject to the rules in FA83\Sch8\Para11, depends on the facts of the case and the transfer agreements. Any sum identifiable as being in respect of seismic data changing hands would fall to be dealt with as a qualifying receipt. Otherwise it is likely that the sum received by A would be for the assignment of rights and hence OTA75\S5A(5)(c)(ii) will apply to exclude the operation of OTA75\S5(6) in this respect.","If company A had previously been allowed its original expenditure on the licence incurred after 16 March 1983 under the rules of Section 5A OTA 1975 then whether any reimbursement received after that date falls to be dealt with as a qualifying receipt, and subject to the rules in FA83\Sch8\Para11, depends on the facts of the case and the transfer agreements. Any sum identifiable as being in respect of seismic data changing hands would fall to be dealt with as a qualifying receipt. Otherwise it is likely that the sum received by A would be for the assignment of rights and hence OTA75\S5A(5)(c)(ii) will apply to exclude the operation of OTA75\S5(6) in this respect."
OT18330,OT18330 e-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,OT18330 Re-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,"If a field is subsequently determined, company B will be the company which has an interest in the oil field and will thus be able to claim A’s historic field costs under the normal rules of Schedule 5. To the extent any sum paid to A is over and above historic costs, OTA75\S3(4)(e) will apply to prevent relief.","If a field is subsequently determined, company B will be the company which has an interest in the oil field and will thus be able to claim A’s historic field costs under the normal rules of Schedule 5. To the extent any sum paid to A is over and above historic costs, OTA75\S3(4)(e) will apply to prevent relief."
OT18330,OT18330 e-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,OT18330 Re-Determinations - Purchase Of Licence Interests - No PRT Field Yet Determined,"If A has been given exploration and appraisal relief under Section 5A OTA 1975 before the field was determined he is, nevertheless, by definition (OTA75\S12(1)) still a participator in the first chargeable period of the field even though he has disposed of his entire interest to B. OTA75\S3(3) will still apply to prevent double relief and the relevant restriction needs to be made to B’s share of the Schedule 5 claim(s). (See also OT04390 regarding the return on the first field PRT1 of expenditure previously claimed by a participator under Section 5A OTA 1975. In this instance A will have had no incomings and will not have been required to complete Form PRT1).","If A has been given exploration and appraisal relief under Section 5A OTA 1975 before the field was determined he is, nevertheless, by definition (OTA75\S12(1)) still a participator in the first chargeable period of the field even though he has disposed of his entire interest to B. OTA75\S3(3) will still apply to prevent double relief and the relevant restriction needs to be made to B’s share of the Schedule 5 claim(s). (See also OT04390 regarding the return on the first field PRT1 of expenditure previously claimed by a participator under Section 5A OTA 1975. In this instance A will have had no incomings and will not have been required to complete Form PRT1)."
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,"Where, by virtue of a cash payment, company B acquires from company A an interest in a determined/producing field then:","Where, by virtue of a cash payment, company B acquires from company A an interest in a determined/producing field then:"
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,No relief is available in respect of the licence payment — OTA75\S3(4)(e) applies.,No relief is available in respect of the licence payment — OTA75\S3(4)(e) applies.
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,The provisions of FA80\SCH17 apply (see OT17000).,The provisions of FA80\SCH17 apply (see OT17000).
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,FA84\S113 (see OT13825) applies to licence interests acquired after 14 September 1983 or the end of the first chargeable period in relation to the field (qualifying date) and prohibits the allowance against such field interest of:,FA84\S113 (see OT13825) applies to licence interests acquired after 14 September 1983 or the end of the first chargeable period in relation to the field (qualifying date) and prohibits the allowance against such field interest of:
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,Any abortive or exploration and appraisal expenditure incurred before the qualifying date.,Any abortive or exploration and appraisal expenditure incurred before the qualifying date.
OT18340,OT18340 e-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,OT18340 Re-Determinations - Purchase Of Licence Interests - PRT Field Determined And Comprised In Licence,Any unrelievable field loss arising on another field unless the winning of oil on that field ceased on or after the qualifying date.,Any unrelievable field loss arising on another field unless the winning of oil on that field ceased on or after the qualifying date.
OT18350,OT18350 e-Determinations - Work Programme - PRT Treatment,OT18350 Re-Determinations - Work Programme - PRT Treatment,"If, prior to field determination, the increasing interest party agrees to drill a further exploration or appraisal well at his own expense, for the benefit of all the participators in the licence block in return for obtaining a percentage of each existing participator’s interest, then the increasing interest party may claim the costs of that well under Section 5 or 5A OTA, 1975, provided the other conditions of these sections are satisfied.","If, prior to field determination, the increasing interest party agrees to drill a further exploration or appraisal well at his own expense, for the benefit of all the participators in the licence block in return for obtaining a percentage of each existing participator’s interest, then the increasing interest party may claim the costs of that well under Section 5 or 5A OTA, 1975, provided the other conditions of these sections are satisfied."
OT18350,OT18350 e-Determinations - Work Programme - PRT Treatment,OT18350 Re-Determinations - Work Programme - PRT Treatment,"If the well leads to successful development of the field then, to the extent that costs were not allowed previously under Schedule 7 OTA 1975, LBS Oil & Gas is prepared to accept that disproportionate cost sharing (see OT04420) can apply. As such a Schedule 5 or 6 claim allocating expenditure on the basis of who actually incurred the expenditure, rather than by reference to each participator’s interest in the producing field, will be accepted.","If the well leads to successful development of the field then, to the extent that costs were not allowed previously under Schedule 7 OTA 1975, LBS Oil & Gas is prepared to accept that disproportionate cost sharing (see OT04420) can apply. As such a Schedule 5 or 6 claim allocating expenditure on the basis of who actually incurred the expenditure, rather than by reference to each participator’s interest in the producing field, will be accepted."
OT18360,OT18360 e-Determinations - Development Carry,OT18360 Re-Determinations - Development Carry,"As part of the farm out arrangements whereby the increasing interest party agrees to bear some or all of the exploration and development costs of another participator on a field development prospect, the increasing interest party may also stipulate in the agreement that he recover his costs, usually including an addition representing simple interest, out of production relating to the reducing interest party’s licence interest. When his costs are recovered this is referred to as payback. This arrangement is known as a development carry and the reducing interest party is referred to as having a carried interest.","As part of the farm out arrangements whereby the increasing interest party agrees to bear some or all of the exploration and development costs of another participator on a field development prospect, the increasing interest party may also stipulate in the agreement that he recover his costs, usually including an addition representing simple interest, out of production relating to the reducing interest party’s licence interest. When his costs are recovered this is referred to as payback. This arrangement is known as a development carry and the reducing interest party is referred to as having a carried interest."
OT18360,OT18360 e-Determinations - Development Carry,OT18360 Re-Determinations - Development Carry,Such an arrangement is generally adopted in circumstances where the reducing interest party would otherwise have difficulty raising the finance needed to meet his share of development costs and might otherwise have to dispose of his interest. Occasionally it is restricted purely to such financial arrangements with the “reducing interest party” not actually disposing of any of his interest in the field at the “pay back” date. More commonly however a carried interest will arise on a farm-in with the carry arrangements forming part of the consideration for the acquisition by the increasing interest party of an interest in the licence.,Such an arrangement is generally adopted in circumstances where the reducing interest party would otherwise have difficulty raising the finance needed to meet his share of development costs and might otherwise have to dispose of his interest. Occasionally it is restricted purely to such financial arrangements with the “reducing interest party” not actually disposing of any of his interest in the field at the “pay back” date. More commonly however a carried interest will arise on a farm-in with the carry arrangements forming part of the consideration for the acquisition by the increasing interest party of an interest in the licence.
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,The particular taxation consequences of a development carry depend very much on what the arrangements actually achieve in that individual case. PRT cannot be considered purely in isolation and the CT consequences also need to be looked at.,The particular taxation consequences of a development carry depend very much on what the arrangements actually achieve in that individual case. PRT cannot be considered purely in isolation and the CT consequences also need to be looked at.
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,Example 1 - Carrying Party becomes a participator,Example 1 - Carrying Party becomes a participator
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,"Originally company B has a 15% interest in a field in which company A does not have any interest. A then agrees to carry B in return for B relinquishing to A a 10% interest in the field with B retaining a 5% interest. Under the carry agreement, company A will be entitled to take company B’s production until such time as company A has recouped through the value of that production an amount equal to development costs, operating costs, field based taxes and an imputed interest factor. Once this payback is reached company B will be entitled to retain and sell production from its 5% interest.","Originally company B has a 15% interest in a field in which company A does not have any interest. A then agrees to carry B in return for B relinquishing to A a 10% interest in the field with B retaining a 5% interest. Under the carry agreement, company A will be entitled to take company B’s production until such time as company A has recouped through the value of that production an amount equal to development costs, operating costs, field based taxes and an imputed interest factor. Once this payback is reached company B will be entitled to retain and sell production from its 5% interest."
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,Any agreement embodying such arrangements would be likely to grant to company A voting control over the additional 5% during the development phase. OTA75\S2 requires each participator to bring into account for PRT purposes either the price received for deliveries of oil within a chargeable period or the market value of oil where it is either sold otherwise than at arm’s length or appropriated.,Any agreement embodying such arrangements would be likely to grant to company A voting control over the additional 5% during the development phase. OTA75\S2 requires each participator to bring into account for PRT purposes either the price received for deliveries of oil within a chargeable period or the market value of oil where it is either sold otherwise than at arm’s length or appropriated.
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,Example 2 - Carrying party not participator; financing carry,Example 2 - Carrying party not participator; financing carry
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,"If, instead of the facts in example 1, company A did not acquire an interest in the field (i.e. B’s interest at payback was 15%) and the carry was comprised purely of financing arrangements then company A, the person in favour of whom B chooses in the pre-payback period to forego title to the oil, will not be a participator. OTA75\Sch3\Para6 applies and B remains chargeable to PRT in respect of the oil which is regarded as being disposed of otherwise than at arm’s length. Expenditure is similarly allowed in the normal way.","If, instead of the facts in example 1, company A did not acquire an interest in the field (i.e. B’s interest at payback was 15%) and the carry was comprised purely of financing arrangements then company A, the person in favour of whom B chooses in the pre-payback period to forego title to the oil, will not be a participator. OTA75\Sch3\Para6 applies and B remains chargeable to PRT in respect of the oil which is regarded as being disposed of otherwise than at arm’s length. Expenditure is similarly allowed in the normal way."
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,Carrying party already a field participator,Carrying party already a field participator
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,"Where the carrying party is already a participator in the field, the PRT treatment depends very much on the facts and substance of the arrangements. The first question to be answered, normally by Valuation Section, is which of A or B should account for PRT on the crude oil taken by A under the carry arrangements. It will be a question of fact normally to be gleaned from the joint operating agreement and the carry agreements whether the oil in question is part of B’s share and whether he has delivered it to A. A subsidiary point is how ICTA88\S493 will apply for CT purposes.","Where the carrying party is already a participator in the field, the PRT treatment depends very much on the facts and substance of the arrangements. The first question to be answered, normally by Valuation Section, is which of A or B should account for PRT on the crude oil taken by A under the carry arrangements. It will be a question of fact normally to be gleaned from the joint operating agreement and the carry agreements whether the oil in question is part of B’s share and whether he has delivered it to A. A subsidiary point is how ICTA88\S493 will apply for CT purposes."
OT18370,OT18370 e-Determinations - Carried Interest - PRT Treatment,OT18370 Re-Determinations - Carried Interest - PRT Treatment,"ICTA88\S493 causes problems in that it would require that whatever figure is agreed for PRT in a non-arm’s length sale be used for CT purposes. This section may in certain circumstances prevent the allocation of revenue for CT purposes differing from that taken for PRT purposes which will be, both during and after payback, allocated on the basis of OTA75\Sch2\Para5(2) and by reference to the respective interests of the participators in the field in that oil. The view of LBS Oil & Gas is, therefore, that if, on a proper construction of the governing documentation, the carrying party is entitled not only to his own equity share in the oil but also to the whole or part share of the carried party, in the sense that the latter does not win the oil as well as not lifting, selling or appropriating it for the period until payback, the carrying party is liable to PRT and CT on the whole of that entitlement, not just his equity share. The carried party will not be assessed on the transferred share at all.","ICTA88\S493 causes problems in that it would require that whatever figure is agreed for PRT in a non-arm’s length sale be used for CT purposes. This section may in certain circumstances prevent the allocation of revenue for CT purposes differing from that taken for PRT purposes which will be, both during and after payback, allocated on the basis of OTA75\Sch2\Para5(2) and by reference to the respective interests of the participators in the field in that oil. The view of LBS Oil & Gas is, therefore, that if, on a proper construction of the governing documentation, the carrying party is entitled not only to his own equity share in the oil but also to the whole or part share of the carried party, in the sense that the latter does not win the oil as well as not lifting, selling or appropriating it for the period until payback, the carrying party is liable to PRT and CT on the whole of that entitlement, not just his equity share. The carried party will not be assessed on the transferred share at all."
