ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,textLevTotal
IPT05650,6.0,8.0,View changes,IPT05650 Contracts At Less Than Open Market Value (OMV),6.0,6.0
IPT05750,3.0,5.0,View changes,IPT05750 Employers' Liability Insurance,3.0,3.0
IPT05800,816.0,1180.0,View changes,IPT05800 Types Of Contract Covering Exempt And Taxable Risks: Contents,8.0,744.0
IPT05820,8.0,10.0,View changes,IPT05820 Arriving At ‘The Chargeable Amount’,8.0,8.0
IPT05840,620.0,824.0,View changes,IPT05840 Methods Of Apportionment,10.0,443.0
IPT05850,1.0,3.0,View changes,IPT05850 What ‘Establishment’ Means,1.0,1.0
IPT05880,2.0,4.0,View changes,IPT05880 Local Decisions On Apportionment,2.0,2.0
IPT05900,539.0,1286.0,View changes,IPT05900 The De Minimis Provision: Contents,8.0,527.0
IPT05910,2.0,7.0,View changes,IPT05910 Purpose And Outline Of This Section,1.0,5.0
IPT05920,4.0,6.0,View changes,IPT05920 General Effect Of The Provision,2.0,4.0
IPT05930,4.0,6.0,View changes,IPT05930 Effect Of The De Minimis Limits On Co-Insurance,1.0,4.0
IPT05940,8.0,10.0,View changes,IPT05940 Effect Of The De Minimis Limits On ‘Layered’ Insurance,3.0,8.0
IPT05950,8.0,10.0,View changes,IPT05950 Effect Of The De Minimis Limits On Group Life Policies,2.0,8.0
IPT05960,2.0,4.0,View changes,IPT05960 When And How To Apply De Minimis Provision,1.0,2.0
IPT05970,2.0,4.0,View changes,IPT05970 The Effect Of Additional / Return Premiums On De Minimis,1.0,2.0
IPT05980,4.0,6.0,View changes,IPT05980 Problem Areas,4.0,4.0
IPT06000,326.0,359.0,View changes,IPT06000 Maintaining The IPT Register: Contents,8.0,328.0
IPT06100,1.0,3.0,View changes,IPT06100 Purpose And Outline Of This Section,1.0,1.0
IPT06210,1.0,3.0,View changes,IPT06210 Registration: Registration Thresholds For IPT,1.0,1.0
IPT06215,4.0,6.0,View changes,IPT06215 Registration: When Notification Should Be Made,4.0,4.0
IPT06225,1.0,3.0,View changes,IPT06225 Registration: Registration Of Lloyd's Syndicates,1.0,1.0
IPT06230,1.0,3.0,View changes,IPT06230 Registration: Registration Of Overseas Insurers,1.0,1.0
IPT06235,9.0,11.0,View changes,IPT06235 Registration: Registration Of Groups,9.0,9.0
IPT06245,0.0,2.0,View changes,IPT06245 Registration: The Meaning Of ‘Effective Date Of Registration’,0.0,0.0
IPT06250,4.0,6.0,View changes,IPT06250 Registration: Rules For Waiver Of Requirement To Submit IPT Returns,2.0,4.0
IPT06260,1.0,3.0,View changes,IPT06260 Registration: Penalties For Failure To Register,1.0,1.0
IPT06305,1.0,3.0,View changes,IPT06305 Purpose And Outline,1.0,1.0
IPT06330,0.0,2.0,View changes,IPT06330 Changing An Agent,0.0,0.0
IPT06345,1.0,3.0,View changes,IPT06345 Returns And Payment Of Tax,1.0,1.0
IPT06350,3.0,5.0,View changes,IPT06350 Unregistered Overseas Insurers,3.0,3.0
IPT06355,2.0,4.0,View changes,IPT06355 Intermediaries Collecting IPT For Unregistered Insurers,2.0,2.0
IPT06400,325.0,676.0,View changes,IPT06400 Transfer Of Going Concerns (TOGC): Contents,5.0,325.0
IPT06410,4.0,7.0,View changes,IPT06410 Purpose And Outline Of This Section,4.0,4.0
IPT06420,4.0,7.0,View changes,IPT06420 Features Of A TOGC,4.0,4.0
IPT06430,1.0,4.0,View changes,IPT06430 Requests To Take Over An Existing IPT Registration,1.0,1.0
IPT06440,4.0,8.0,View changes,IPT06440 Responsibilities Under A TOGC,4.0,4.0
IPT06510,2.0,6.0,View changes,IPT06510 Deregistration: Purpose And Outline Of This Section,2.0,2.0
IPT06610,1.0,4.0,View changes,IPT06610 Purpose And Outline Of This Section,1.0,1.0
IPT06620,2.0,5.0,View changes,IPT06620 Correcting Or Amending The Register,2.0,2.0
IPT06630,2.0,6.0,View changes,IPT06630 Duplicate Entries In The Register,2.0,2.0
IPT06660,3.0,6.0,View changes,IPT06660 Incorrect Date Of Registration,3.0,3.0
IPT06670,1.0,4.0,View changes,IPT06670 Procedures For Changes To Bank Account Details,1.0,1.0
IPT06680,1.0,4.0,View changes,IPT06680 Failure To Notify Changes,1.0,1.0
IPT06700,4.0,7.0,View changes,"IPT06700 Insolvency, Death Or Incapacity",4.0,4.0
IPT06810,2.0,5.0,View changes,IPT06810 Purpose And Outline Of This Section,2.0,2.0
IPT06820,1.0,4.0,View changes,IPT06820 Legal Basis For The Registration Of Certain Taxable Intermediaries,1.0,1.0
IPT06830,14.0,18.0,View changes,IPT06830 Criteria For Registration,14.0,14.0
IPT06850,4.0,7.0,View changes,IPT06850 Apportionment And De Minimis,3.0,4.0
IPT06870,2.0,5.0,View changes,IPT06870 Other Information,2.0,2.0
IPT07100,0.0,3.0,View changes,IPT07100 Purpose And Outline Of This Section,0.0,0.0
IPT07210,3.0,6.0,View changes,IPT07210 Purpose And Outline Of This Section,3.0,3.0
IPT07220,5.0,8.0,View changes,IPT07220 Accounting Periods,5.0,5.0
IPT07240,1.0,4.0,View changes,IPT07240 Tax Points,1.0,1.0
IPT07250,2.0,5.0,View changes,IPT07250 Accounting Arrangements For Lloyd's Syndicates,2.0,2.0
IPT07300,7.0,15.0,View changes,IPT07300 Bad Debt Relief,8.0,1082.0
IPT07400,0.0,3.0,View changes,IPT07400 Errors On IPT Returns,0.0,0.0
IPT07500,0.0,3.0,View changes,IPT07500 IPT Accounting Schemes,0.0,0.0
IPT07600,1335.0,1383.0,View changes,IPT07600 The Special Accounting Scheme: Contents,16.0,1379.0
IPT07605,3.0,5.0,View changes,IPT07605 Purpose And Outline Of This Section,3.0,3.0
IPT07610,9.0,11.0,View changes,IPT07610 Withdrawals Or Expulsions From The Scheme,9.0,9.0
IPT07615,2.0,4.0,View changes,IPT07615 Definition Of,2.0,2.0
IPT07620,9.0,11.0,View changes,IPT07620 Tax Points Under The Special Accounting Scheme,9.0,9.0
IPT07625,13.0,15.0,View changes,IPT07625 Complications Relating To Tax Points Under The Special Accounting Scheme,13.0,13.0
IPT07635,5.0,7.0,View changes,IPT07635 Insurance Premium Tax: Payments In Advance,5.0,5.0
IPT07640,4.0,6.0,View changes,IPT07640 Insurance Premium Tax: Payments In Instalments,4.0,4.0
IPT07645,15.0,17.0,View changes,IPT07645 Insurance Premium Tax: Delays In Bringing Tax To Account,15.0,15.0
IPT07650,3.0,5.0,View changes,IPT07650 Insurance Premium Tax: How The Guidelines Are Applied,3.0,3.0
IPT07655,3.0,5.0,View changes,IPT07655 Insurance Premium Tax: Accounting For Tax On Leaving The Scheme,3.0,3.0
IPT07670,16.0,18.0,View changes,IPT07670 Insurance Premium Tax: Effect Of Additional Premiums (Aps) On De Minimis Contracts,16.0,16.0
IPT07675,8.0,10.0,View changes,IPT07675 Insurance Premium Tax: Effect Of Return Premiums (Rps) On De Minimis Contracts,8.0,8.0
IPT07680,1.0,3.0,View changes,IPT07680 Insurance Premium Tax: Tax Credits,1.0,1.0
IPT07700,1079.0,1216.0,View changes,IPT07700 The Cash Receipt Accounting Method: Contents,14.0,1047.0
IPT07710,1.0,3.0,View changes,IPT07710 Definition Of ‘Cash Receipt’,1.0,1.0
IPT07715,0.0,2.0,View changes,IPT07715 Definition Of Receipt ‘By An Insurer’,0.0,0.0
IPT07745,8.0,10.0,View changes,IPT07745 Accounting For Tax On Ceasing To Use The Cash Receipt Method,8.0,8.0
IPT07765,6.0,8.0,View changes,IPT07765 Effect Of Aps And Rps On De Minimis Contracts,2.0,6.0
IPT07770,2.0,4.0,View changes,IPT07770 Tax Receipts Under The Cash Receipt Method,1.0,2.0
IPT07800,849.0,1062.0,View changes,IPT07800 Transitional Accounting Arrangements: Contents,14.0,976.0
IPT07805,24.0,1086.0,View changes,IPT07805 Purpose And Outline Of This Section,6.0,2075.0
IPT07810,702.0,763.0,View changes,IPT07810 Cash Receipt Method,4.0,1093.0
IPT07815,151.0,3035.0,View changes,IPT07815 Special Accounting Scheme,12.0,3390.0
IPT07820,805.0,8189.0,View changes,IPT07820 Additional Premiums,22.0,7121.0
IPT07825,37.0,1858.0,View changes,IPT07825 Monthly Written Contracts,6.0,1618.0
IPT07830,34.0,1149.0,View changes,IPT07830 Premiums Paid On A Monthly Or Other Regular Basis,9.0,1705.0
IPT07835,28.0,362.0,View changes,IPT07835 The Effect Of A Rate Change On De Minimis Policies,12.0,2696.0
IPT07840,621.0,3656.0,View changes,IPT07840 The Anti-Forestalling Provisions,14.0,3667.0
IPT07845,494.0,1158.0,View changes,IPT07845 Contracts Providing Cover For A Period Exceeding 12 Months,10.0,3125.0
IPT07850,34.0,170.0,View changes,IPT07850 Penalties On Errors Relating To The Rate Changes,4.0,577.0
IPT07855,219.0,227.0,View changes,IPT07855 Rates Of Tax,10.0,721.0
IPT07860,245.0,282.0,View changes,IPT07860 Relevant Dates For Transitional And Anti-Forestalling Provisions,2.0,79.0
IPT07900,124.0,158.0,View changes,IPT07900 Unjust Enrichment: Contents,2.0,124.0
IPT07905,5.0,7.0,View changes,IPT07905 Purpose And Outline Of This Section,5.0,5.0
IPT07910,996.0,1054.0,View changes,IPT07910 The Reimbursement Scheme: Contents,12.0,1000.0
IPT07915,4.0,6.0,View changes,IPT07915 Purpose And Outline Of This Section,4.0,4.0
IPT07920,1.0,3.0,View changes,IPT07920 Where The Scheme Does Not Apply,1.0,1.0
IPT07925,1.0,3.0,View changes,IPT07925 Partial Reimbursements,1.0,1.0
IPT07930,2.0,4.0,View changes,IPT07930 Administering The Scheme,2.0,2.0
IPT07935,2.0,4.0,View changes,IPT07935 Deregistered Claimants,2.0,2.0
IPT07940,1.0,3.0,View changes,IPT07940 Statutory Interest,1.0,1.0
IPT07945,2.0,4.0,View changes,IPT07945 The Statutory Provisions,2.0,2.0
IPT07950,4.0,6.0,View changes,IPT07950 The Regulations,2.0,4.0
IPT07955,2.0,4.0,View changes,IPT07955 Time Limits,2.0,2.0
IPT07960,1.0,3.0,View changes,IPT07960 Records To Be Kept,1.0,1.0
IPT07965,3.0,6.0,View changes,IPT07965 The Undertaking,3.0,3.0
IPT07970,1.0,4.0,View changes,IPT07970 Assessment Provisions,1.0,1.0
IPT08050,0.0,23.0,View changes,IPT08050 Purpose And Outline Of IPT08000,14.0,1359.0
IPT08100,0.0,4.0,View changes,IPT08100 Roles And Responsibilities,0.0,0.0
IPT08150,2.0,5.0,View changes,IPT08150 The Purpose Of IPT Assurance,1.0,2.0
IPT08200,117.0,122.0,View changes,IPT08200 Legal Provisions: Contents,3.0,118.0
IPT08210,9.0,16.0,View changes,IPT08210 The Law,5.0,330.0
IPT08220,2.0,5.0,View changes,IPT08220 Legal Requirements,2.0,2.0
IPT08260,2.0,5.0,View changes,IPT08260 Principal Place Of Business And Place To Visit,2.0,2.0
IPT08265,8.0,11.0,View changes,IPT08265 Overseas Visits,8.0,8.0
IPT08270,1.0,5.0,View changes,IPT08270 Who To See,1.0,1.0
IPT08275,6.0,10.0,View changes,IPT08275 Non-Visit Assurance,6.0,6.0
IPT08280,11.0,14.0,View changes,IPT08280 Pre-Visit Preparation,11.0,11.0
IPT08290,1.0,4.0,View changes,IPT08290 Visit Notes And Reports,1.0,1.0
IPT08300,12.0,15.0,View changes,IPT08300 First Visits,1.0,12.0
IPT08350,0.0,3.0,View changes,IPT08350 Mutual Assistance Directive,0.0,0.0
IPT08400,24.0,27.0,View changes,IPT08400 Accounts System Overview,2.0,24.0
IPT08450,391.0,417.0,View changes,IPT08450 IPT Calculations: Contents,10.0,398.0
IPT08455,4.0,8.0,View changes,IPT08455 Purpose And Outline Of This Section,4.0,4.0
IPT08460,2.0,5.0,View changes,IPT08460 Liability,2.0,2.0
IPT08461,8.0,12.0,View changes,IPT08461 Tax Points,8.0,8.0
IPT08475,3.0,6.0,View changes,IPT08475 De Minimis ESC,3.0,3.0
IPT08480,5.0,8.0,View changes,IPT08480 Add-Ons,5.0,5.0
IPT08485,15.0,28.0,View changes,IPT08485 Tax Treatment Of Add-Ons,14.0,4769.0
IPT08490,5.0,8.0,View changes,IPT08490 Special Accounting Scheme,5.0,5.0
IPT08495,11.0,14.0,View changes,IPT08495 References,11.0,11.0
IPT08500,12.0,31.0,View changes,IPT08500 Visits To Lloyd's,14.0,2149.0
IPT08650,2.0,5.0,View changes,IPT08650 Branch Visits,2.0,2.0
IPT08700,3.0,6.0,View changes,IPT08700 Group Registrations,3.0,3.0
IPT08850,0.0,2.0,View changes,IPT08850 Assurance - Miscellaneous Matters,0.0,0.0
IPT09105,8.0,10.0,View changes,IPT09105 Assessments: Legal Provisions,8.0,8.0
IPT09110,5.0,7.0,View changes,IPT09110 Assessments: Definition Of Underdeclaration And Overdeclaration,5.0,5.0
IPT09125,7.0,9.0,View changes,IPT09125 Assessments: Pre-Assessment Letter,7.0,7.0
IPT09130,1.0,21.0,View changes,IPT09130 Assessments: Issuing A Pre-Assessment Letter,15.0,871.0
IPT09135,5.0,7.0,View changes,IPT09135 Assessments: Officer's Assessments,5.0,5.0
IPT09140,3.0,25.0,View changes,IPT09140 Assessments: Time Limits For Making And Notifying Assessments,23.0,3709.0
IPT09150,4.0,6.0,View changes,IPT09150 Assessments: What Time Limits Mean,4.0,4.0
IPT09250,1.0,3.0,View changes,IPT09250 Civil Penalties And Reasonable Excuse,1.0,1.0
IPT09300,9.0,11.0,View changes,IPT09300 Liability Of Insured: Liability Notices,9.0,9.0
IPT09350,1.0,3.0,View changes,IPT09350 Security,1.0,1.0
IPT09410,0.0,2.0,View changes,IPT09410 Purpose And Outline Of This Section,0.0,0.0
IPT09420,0.0,2.0,View changes,IPT09420 Decisions Subject To The Review Mechanism,0.0,0.0
IPT09430,0.0,2.0,View changes,IPT09430 Timetable For Reviews,0.0,0.0
IPT09440,0.0,2.0,View changes,IPT09440 Appeals To The Tribunal,0.0,0.0
IPT09450,0.0,2.0,View changes,IPT09450 Role Of The Issuing Officer,0.0,0.0
IPT09460,0.0,2.0,View changes,IPT09460 Role Of Reviewing Officer,0.0,0.0
IPT09470,0.0,2.0,View changes,IPT09470 Role Of Solicitor's Office,0.0,0.0
IPT09480,0.0,2.0,View changes,IPT09480 Timetable For Appeals,0.0,0.0
IPT09490,0.0,2.0,View changes,IPT09490 Conduct Of Local Reviews And Appeals,0.0,0.0
IPT09500,4.0,6.0,View changes,IPT09500 Incorrect Advice To Customers And Misunderstanding,4.0,4.0
IPT09550,0.0,2.0,View changes,IPT09550 Assessments And Misunderstandings,0.0,0.0
IPT10050,48.0,50.0,View changes,IPT10050 Procedures: Waiver Of Requirement To Submit IPT Returns,4.0,48.0
IPT10125,241.0,249.0,View changes,IPT10125 Procedures: Amending Or Correcting The IPT Register,0.0,0.0
IPT10175,75.0,77.0,View changes,IPT10175 Procedure Tables: Invalid Entries In The IPT Register,1.0,75.0
IPT10225,0.0,2.0,View changes,IPT10225 Procedure Tables: Incorrect Date Of Registration,0.0,0.0
IPT10325,6.0,8.0,View changes,IPT10325 Procedure Tables: Insolvent Insurers,6.0,6.0
IPT10400,6.0,8.0,View changes,IPT10400 Procedure Tables: Applications To Use The Special Accounting Scheme,6.0,6.0
IPT10425,5094.0,5163.0,View changes,IPT10425 Procedure Tables: Issue Of An Officer's Assessment,5.0,473.0
IPT10500,13.0,15.0,View changes,IPT10500 Procedure Tables: Liability Notices - Operational Arrangements,13.0,13.0
IPT10525,8.0,10.0,View changes,IPT10525 Procedure Tables: Misunderstanding,8.0,8.0
IPT10550,0.0,2.0,View changes,IPT10550 Procedure Tables: Incorrect Advice To Customers,0.0,0.0
IPT11000,36.0,38.0,View changes,IPT11000 Annexes: Contents,4.0,36.0
IPT11100,37.0,67.0,View changes,IPT11100 Annexes: Types Of Insurance,0.0,0.0
IPTM8005,0.0,3.0,View changes,IPTM8005 Qualifying Policies: Main Conditions: Contents,0.0,0.0
IPTM8020,0.0,3.0,View changes,IPTM8020 Permitted Benefits Under A Qualifying Policy,0.0,0.0
IPTM8030,0.0,2.0,View changes,IPTM8030 Minimum Capital Sum Assured On Death: General Rule,0.0,0.0
MGETR20000,0.0,2.0,View changes,MGETR20000 Museums And Galleries Exhibition Tax Relief: Chapter 2: Making A Claim,0.0,0.0
MGETR20020,0.0,2.0,View changes,MGETR20020 Making A Claim: CT600,0.0,0.0
MLR1PP11100,59.0,71.0,View changes,What To Include In A Pre-Penalty Notice,10.0,2962.0
MLR1PP11200,43.0,63.0,View changes,What To Include In A Penalty Notice,14.0,1676.0
MLR1PP11350,95.0,152.0,View changes,MLR1 Penalties Guidance: Payment And Recovery Of Penalties,1.0,77.0
MLR1PP12100,342.0,344.0,View changes,Withdrawal Of The Fit And Proper Status,3.0,269.0
MLR2R15100,864.0,1495.0,View changes,MLR2 Registration Team Action,8.0,1056.0
NIM02090,1489.0,1494.0,View changes,NIM02090 Company Credit Cards,5.0,360.0
NIM10000,0.0,2.0,View changes,NIM10000 Aggregation Of Earnings: Contents,0.0,0.0
NIM10051,0.0,3.0,View changes,NIM10051 Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: No Appropriate Personal Pension (APP) In Place: Contracted-Out Earnings Exceed LEL But Do Not Reach ET: 2001/2002 Tax Year,0.0,0.0
NIM10053,0.0,3.0,View changes,NIM10053 Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: Appropriate Personal Pension (APP) In Place: Total Earnings Do Not Reach LEL: 2001/2002 Tax Year,0.0,0.0
NIM16400,0.0,4.0,View changes,NIM16400 Special Class 1A Nics Cases: Workers Going Or Coming From Abroad Who Are Provided With Benefits: Contents,0.0,0.0
NIM16425,0.0,3.0,View changes,NIM16425 Double Taxation Agreements,0.0,0.0
NIM16455,0.0,3.0,View changes,NIM16455 Workers From Within The European Economic Area: Posted Workers,0.0,0.0
NIM16460,0.0,3.0,View changes,NIM16460 Workers From Countries With Reciprocal Agreements Or Double Contribution Conventions: Not Posted Workers,0.0,0.0
NIM16470,0.0,3.0,View changes,NIM16470 Workers From The Rest Of The World: Not Posted Workers,0.0,0.0
NMWM07025,1.0,8.0,View changes,NMWM07025 Confirming Salaried Hours Work - Flowchart,1.0,5.0
NMWM07034,285.0,288.0,View changes,NMWM07034 Salaried Hours Work Conditions - Annual Salary,1.0,263.0
NMWM16000,0.0,3.0,View changes,NMWM16000 Disclosure Of Information: Contents,0.0,0.0
NMWM16010,0.0,3.0,View changes,NMWM16010 Introduction,0.0,0.0
NMWM16030,0.0,3.0,View changes,NMWM16030 Lawful Authority To Disclose Information,0.0,0.0
NMWM16050,0.0,4.0,View changes,NMWM16050 Ownership Of National Minimum Wage Information,0.0,0.0
NMWM16060,0.0,3.0,View changes,NMWM16060 Exchange Of Information With Other HM Revenue & Customs’ Teams,0.0,0.0
NMWM16080,0.0,3.0,View changes,"NMWM16080 Legal Gateways; Request For Information From Another Government Department Or Public Authority, Including Local Authorities",0.0,0.0
NMWM16120,0.0,3.0,View changes,NMWM16120 Data Protection Act; Issues Relevant To HM Revenue & Customs’ Disclosures,0.0,0.0
NMWM16170,0.0,2.0,View changes,NMWM16170 Freedom Of Information,0.0,0.0
NMWM16200,0.0,2.0,View changes,NMWM16200 Human Rights Act; Information Sharing Provisions,0.0,0.0
NMWM16210,0.0,2.0,View changes,"NMWM16210 Department For Business, Innovation & Skills",0.0,0.0
NMWM16310,0.0,2.0,View changes,NMWM16310 Orders From Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,0.0
NMWM16312,0.0,2.0,View changes,NMWM16312 NMW Officer Ordered To Attend A Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,0.0
NMWM16314,0.0,2.0,View changes,NMWM16314 Providing Documentation To A Tribunal (No Direct HM Revenue & Customs’ Involvement),0.0,0.0
NMWM16320,0.0,2.0,View changes,NMWM16320 Civil And Criminal Court Proceedings (No Direct HM Revenue & Customs’ Involvement),0.0,0.0
OT00002,1.0,3.0,View changes,OT00002 Introduction,1.0,1.0
OT00005,399.0,1019.0,View changes,OT00005 The Taxation Of The Oil Industry - Overview: Contents,9.0,419.0
OT00010,1.0,3.0,View changes,OT00010 The Taxation Of The UK Oil Industry: An Overview: Background,1.0,1.0
OT00020,1.0,3.0,View changes,OT00020 The Taxation Of The UK Oil Industry: An Overview: The Current Fiscal Regime For Oil And Gas,1.0,1.0
OT00110,1.0,3.0,View changes,OT00110 The Taxation Of The UK Oil Industry: An Overview: Public Accounts Committee Report 1973 And The 1974 White Paper,1.0,1.0
OT00150,1.0,3.0,View changes,OT00150 The Taxation Of The UK Oil Industry: An Overview: Oil Taxation Act 1975,1.0,1.0
OT00190,11.0,13.0,View changes,OT00190 The Taxation Of The UK Oil Industry: An Overview: Other Developments To The Fiscal Regime 1975 To 2014,23.0,7706.0
OT00500,2.0,6.0,View changes,OT00500 Map Of New And Old Legislative References Following 2009 And 2010 Consolidation Act,1.0,1.0
OT01000,140.0,151.0,View changes,OT01000 The DECC Role In The UK North Sea: Contents,4.0,149.0
OT01001,1.0,3.0,View changes,OT01001 The DECC Energy Development Unit,1.0,1.0
OT01007,1.0,3.0,View changes,OT01007 The Field Determination Process,1.0,1.0
OT01009,0.0,2.0,View changes,OT01009 Decommissioning Oil Installations,0.0,0.0
OT02002,1.0,3.0,View changes,OT02002 Unique Features Of The Oil And Gas Industry,1.0,1.0
OT02003,8.0,10.0,View changes,OT02003 Attempts To Standardise Accounting Principles,8.0,8.0
OT02020,2.0,4.0,View changes,OT02020 Companies Act 2006,2.0,2.0
OT02025,4.0,6.0,View changes,OT02025 Adoption Of IFRS By UK Companies,4.0,4.0
OT02030,5.0,7.0,View changes,OT02030 IFRS 6 - Exploration For And Evaluation Of Mineral Resources,5.0,5.0
OT02086,8.0,10.0,View changes,OT02086 The Full Costs Accounting Method,8.0,8.0
OT02115,7.0,9.0,View changes,OT02115 Joint Venture Accounting - UKGAAP,7.0,7.0
OT02116,22.0,24.0,View changes,OT02116 Joint Venture Accounting - UKGAAP - Summary Of The Nature Of Relationships And Accounting Treatment,12.0,2169.0
OT02120,1.0,4.0,View changes,OT02120 Joint Venture Accounting - IFRS,1.0,1.0
OT02190,3.0,6.0,View changes,OT02190 Underlift And Overlift,3.0,3.0
OT02195,1.0,5.0,View changes,OT02195 Decommissioning,1.0,1.0
OT02200,2.0,5.0,View changes,OT02200 Disclosure Of Commercial Reserve Quantities,2.0,2.0
OT03000,23.0,100.0,View changes,OT03000 Petroleum Revenue Tax: Contents,12.0,97.0
OT03005,57.0,280.0,View changes,OT03005 PRT: Overview Of PRT: Contents,4.0,93.0
OT03010,59.0,78.0,View changes,OT03010 PRT - Introduction,1.0,1.0
OT03050,60.0,86.0,View changes,OT03050 PRT - Outline,0.0,0.0
OT03100,287.0,312.0,View changes,OT03100 PRT - Definitions,37.0,15481.0
OT03150,2.0,37.0,View changes,OT03150 PRT Overview Of PRT - Computation Of PRT Charge,11.0,11.0
OT03500,204.0,1012.0,View changes,OT03500 PRT: Changes - FA93: Contents,9.0,318.0
OT03510,4.0,7.0,View changes,OT03510 FA93 - Outline,4.0,4.0
OT03515,3.0,7.0,View changes,OT03515 FA93 - Effect On Non-Taxable And Taxable Fields,3.0,3.0
OT03525,30.0,75.0,View changes,OT03525 FA93 - Reduction In Rate Of PRT,0.0,0.0
OT03530,1.0,4.0,View changes,OT03530 FA93 - Apportionment Of Expenditure Between Taxable And Non-Taxable Fields,1.0,1.0
OT03535,7.0,10.0,View changes,OT03535 FA93 - Fixed Assets And Dedicated Mobile Assets - Attribution Of Income And Expenditure,7.0,7.0
OT03540,0.0,3.0,View changes,OT03540 FA93 - Non-Dedicated Mobile Assets,0.0,0.0
OT03550,0.0,3.0,View changes,OT03550 FA93 - Tariff Receipts Allowance (TRA),0.0,0.0
OT04005,2.0,5.0,View changes,OT04005 Chargeable Periods,2.0,2.0
OT04030,1.0,5.0,View changes,OT04030 Appointment Of Responsible Person,1.0,1.0
OT04060,0.0,3.0,View changes,OT04060 Returns By Responsible Person - PRT 2,0.0,0.0
OT04100,0.0,2.0,View changes,OT04100 Returns By Participators - PRT 6,0.0,0.0
OT04120,2.0,4.0,View changes,OT04120 Deferral Of Returns,2.0,2.0
OT04150,0.0,2.0,View changes,OT04150 Payment Provisions - Payment On Account - PRT 6,0.0,0.0
OT04240,0.0,2.0,View changes,OT04240 PRT: Administration - Payment Provisions - Payment Of Tax,0.0,0.0
OT04270,3.0,5.0,View changes,OT04270 Payment Provisions - Interest,3.0,3.0
OT04280,1.0,3.0,View changes,OT04280 Payment Provisions - Interest Cap,1.0,1.0
OT04300,6.0,8.0,View changes,OT04300 Assessments And Loss Determinations,6.0,6.0
OT04330,1.0,3.0,View changes,OT04330 Amended Assessments And Loss Determinations,1.0,1.0
OT04360,1.0,3.0,View changes,OT04360 Appeals Against Assessments,1.0,1.0
OT04390,0.0,2.0,View changes,OT04390 Claims Outline,0.0,0.0
OT04395,1.0,3.0,View changes,OT04395 Claims - Schedule 5 \ 7 Interface,1.0,1.0
OT04400,0.0,2.0,View changes,OT04400 Claims - Time Limits For Claims,0.0,0.0
OT04410,1.0,3.0,View changes,OT04410 Claims - Claim Periods,1.0,1.0
OT04420,2.0,4.0,View changes,OT04420 Claims By Responsible Person - PRT 30,2.0,2.0
OT04425,1.0,3.0,View changes,OT04425 Responsible Person Claims - Division Of Expenditure,1.0,1.0
OT04450,3.0,5.0,View changes,OT04450 Responsible Person Claims - Confidentiality,3.0,3.0
OT04480,2.0,4.0,View changes,OT04480 Claims By Participators - PRT 40,2.0,2.0
OT04510,1.0,3.0,View changes,OT04510 Schedule 7 Claims PRTD8 & PRT60B,1.0,1.0
OT04570,0.0,2.0,View changes,OT04570 Cross Field Allowance Elections,0.0,0.0
OT04630,1.0,3.0,View changes,OT04630 Decisions And Allowance Of Claims,1.0,1.0
OT04635,1.0,3.0,View changes,OT04635 Decisions - Part And Final Claim Decisions,1.0,1.0
OT04640,5.0,7.0,View changes,OT04640 Decisions - Reservations On Claims,5.0,5.0
OT04645,72.0,75.0,View changes,OT04645 Decisions - Time Limit For Final Claim Decision,1.0,72.0
OT04650,0.0,2.0,View changes,OT04650 Decisions - Timing Of Claim Decisions,0.0,0.0
OT04660,75.0,77.0,View changes,OT04660 Claims And Correspondence During The Assessing Rounds,3.0,75.0
OT04690,2.0,4.0,View changes,OT04690 Appeals Against Claim Decisions,2.0,2.0
OT04720,0.0,2.0,View changes,OT04720 Negative Claims,0.0,0.0
OT04740,72.0,74.0,View changes,OT04740 Informal Claims,1.0,72.0
OT04743,2.0,4.0,View changes,OT04743 Informal Claims - Procedures,2.0,2.0
OT04746,145.0,147.0,View changes,OT04746 Informal Claims - Research Expenditure,2.0,145.0
OT04750,0.0,2.0,View changes,OT04750 Notice Of Variation,0.0,0.0
OT04780,1.0,3.0,View changes,OT04780 Withdrawal Of Claims,1.0,1.0
OT04785,1.0,3.0,View changes,OT04785 PRT: Administration - Relief For Overpaid Tax,1.0,1.0
OT04790,1.0,3.0,View changes,OT04790 Information Relating To Sales At Arm’S Length And Market Value Of Oil,1.0,1.0
OT05000,26.0,511.0,View changes,OT05000 PRT: Valuation: Contents,8.0,62.0
OT05004,267.0,782.0,View changes,OT05004 PRT: Computation: Contents,17.0,321.0
OT05008,2.0,4.0,View changes,OT05008 PRT: Computations - General Introduction,2.0,2.0
OT05012,3.0,5.0,View changes,OT05012 PRT: Computations - Outline,3.0,3.0
OT05016,16.0,28.0,View changes,OT05016 PRT: Computations - Tax Point,21.0,4925.0
OT05020,6.0,12.0,View changes,OT05020 PRT: Computation - Valuation Point And Gross Profit,7.0,10.0
OT05025,54.0,58.0,View changes,OT05025 PRT: Computation - Arm's Length Rule,16.0,5512.0
OT05030,44.0,46.0,View changes,OT05030 PRT: Computation - The Arms Length Rule - Examples,20.0,9972.0
