ChapterNumber,CharCountDiff,LevDistance,Link,Title
IPT07250,2.0,5.0,View changes,IPT07250 Accounting Arrangements For Lloyd's Syndicates
IPT07300,7.0,15.0,View changes,IPT07300 Bad Debt Relief
IPT07400,0.0,3.0,View changes,IPT07400 Errors On IPT Returns
IPT07500,0.0,3.0,View changes,IPT07500 IPT Accounting Schemes
IPT07600,1335.0,1383.0,View changes,IPT07600 The Special Accounting Scheme: Contents
IPT07605,3.0,5.0,View changes,IPT07605 Purpose And Outline Of This Section
IPT07610,9.0,11.0,View changes,IPT07610 Withdrawals Or Expulsions From The Scheme
IPT07615,2.0,4.0,View changes,IPT07615 Definition Of
IPT07620,9.0,11.0,View changes,IPT07620 Tax Points Under The Special Accounting Scheme
IPT07625,13.0,15.0,View changes,IPT07625 Complications Relating To Tax Points Under The Special Accounting Scheme
IPT07635,5.0,7.0,View changes,IPT07635 Insurance Premium Tax: Payments In Advance
IPT07640,4.0,6.0,View changes,IPT07640 Insurance Premium Tax: Payments In Instalments
IPT07645,15.0,17.0,View changes,IPT07645 Insurance Premium Tax: Delays In Bringing Tax To Account
IPT07650,3.0,5.0,View changes,IPT07650 Insurance Premium Tax: How The Guidelines Are Applied
IPT07655,3.0,5.0,View changes,IPT07655 Insurance Premium Tax: Accounting For Tax On Leaving The Scheme
IPT07670,16.0,18.0,View changes,IPT07670 Insurance Premium Tax: Effect Of Additional Premiums (Aps) On De Minimis Contracts
IPT07675,8.0,10.0,View changes,IPT07675 Insurance Premium Tax: Effect Of Return Premiums (Rps) On De Minimis Contracts
IPT07680,1.0,3.0,View changes,IPT07680 Insurance Premium Tax: Tax Credits
IPT07700,1079.0,1216.0,View changes,IPT07700 The Cash Receipt Accounting Method: Contents
IPT07710,1.0,3.0,View changes,IPT07710 Definition Of ‘Cash Receipt’
IPT07715,0.0,2.0,View changes,IPT07715 Definition Of Receipt ‘By An Insurer’
IPT07745,8.0,10.0,View changes,IPT07745 Accounting For Tax On Ceasing To Use The Cash Receipt Method
IPT07765,6.0,8.0,View changes,IPT07765 Effect Of Aps And Rps On De Minimis Contracts
IPT07770,2.0,4.0,View changes,IPT07770 Tax Receipts Under The Cash Receipt Method
IPT07800,849.0,1062.0,View changes,IPT07800 Transitional Accounting Arrangements: Contents
IPT07805,24.0,1086.0,View changes,IPT07805 Purpose And Outline Of This Section
IPT07810,702.0,763.0,View changes,IPT07810 Cash Receipt Method
IPT07815,151.0,3035.0,View changes,IPT07815 Special Accounting Scheme
IPT07820,805.0,8189.0,View changes,IPT07820 Additional Premiums
IPT07825,37.0,1858.0,View changes,IPT07825 Monthly Written Contracts
IPT07830,34.0,1149.0,View changes,IPT07830 Premiums Paid On A Monthly Or Other Regular Basis
IPT07835,28.0,362.0,View changes,IPT07835 The Effect Of A Rate Change On De Minimis Policies
IPT07840,621.0,3656.0,View changes,IPT07840 The Anti-Forestalling Provisions
IPT07845,494.0,1158.0,View changes,IPT07845 Contracts Providing Cover For A Period Exceeding 12 Months
IPT07850,34.0,170.0,View changes,IPT07850 Penalties On Errors Relating To The Rate Changes
IPT07855,219.0,227.0,View changes,IPT07855 Rates Of Tax
IPT07860,245.0,282.0,View changes,IPT07860 Relevant Dates For Transitional And Anti-Forestalling Provisions
IPT07900,124.0,158.0,View changes,IPT07900 Unjust Enrichment: Contents
IPT07905,5.0,7.0,View changes,IPT07905 Purpose And Outline Of This Section
IPT07910,996.0,1054.0,View changes,IPT07910 The Reimbursement Scheme: Contents
IPT07915,4.0,6.0,View changes,IPT07915 Purpose And Outline Of This Section
IPT07920,1.0,3.0,View changes,IPT07920 Where The Scheme Does Not Apply
IPT07925,1.0,3.0,View changes,IPT07925 Partial Reimbursements
IPT07930,2.0,4.0,View changes,IPT07930 Administering The Scheme
IPT07935,2.0,4.0,View changes,IPT07935 Deregistered Claimants
IPT07940,1.0,3.0,View changes,IPT07940 Statutory Interest
IPT07945,2.0,4.0,View changes,IPT07945 The Statutory Provisions
IPT07950,4.0,6.0,View changes,IPT07950 The Regulations
IPT07955,2.0,4.0,View changes,IPT07955 Time Limits
IPT07960,1.0,3.0,View changes,IPT07960 Records To Be Kept
IPT07965,3.0,6.0,View changes,IPT07965 The Undertaking
IPT07970,1.0,4.0,View changes,IPT07970 Assessment Provisions
IPT08050,0.0,23.0,View changes,IPT08050 Purpose And Outline Of IPT08000
IPT08100,0.0,4.0,View changes,IPT08100 Roles And Responsibilities
IPT08150,2.0,5.0,View changes,IPT08150 The Purpose Of IPT Assurance
IPT08200,117.0,122.0,View changes,IPT08200 Legal Provisions: Contents
IPT08210,9.0,16.0,View changes,IPT08210 The Law
IPT08220,2.0,5.0,View changes,IPT08220 Legal Requirements
IPT08260,2.0,5.0,View changes,IPT08260 Principal Place Of Business And Place To Visit
IPT08265,8.0,11.0,View changes,IPT08265 Overseas Visits
IPT08270,1.0,5.0,View changes,IPT08270 Who To See
IPT08275,6.0,10.0,View changes,IPT08275 Non-Visit Assurance
IPT08280,11.0,14.0,View changes,IPT08280 Pre-Visit Preparation
IPT08290,1.0,4.0,View changes,IPT08290 Visit Notes And Reports
IPT08300,12.0,15.0,View changes,IPT08300 First Visits
IPT08350,0.0,3.0,View changes,IPT08350 Mutual Assistance Directive
IPT08400,24.0,27.0,View changes,IPT08400 Accounts System Overview
IPT08450,391.0,417.0,View changes,IPT08450 IPT Calculations: Contents
IPT08455,4.0,8.0,View changes,IPT08455 Purpose And Outline Of This Section
IPT08460,2.0,5.0,View changes,IPT08460 Liability
IPT08461,8.0,12.0,View changes,IPT08461 Tax Points
IPT08475,3.0,6.0,View changes,IPT08475 De Minimis ESC
IPT08480,5.0,8.0,View changes,IPT08480 Add-Ons
IPT08485,15.0,28.0,View changes,IPT08485 Tax Treatment Of Add-Ons
IPT08490,5.0,8.0,View changes,IPT08490 Special Accounting Scheme
IPT08495,11.0,14.0,View changes,IPT08495 References
IPT08500,12.0,31.0,View changes,IPT08500 Visits To Lloyd's
IPT08650,2.0,5.0,View changes,IPT08650 Branch Visits
IPT08700,3.0,6.0,View changes,IPT08700 Group Registrations
IPT08850,0.0,2.0,View changes,IPT08850 Assurance - Miscellaneous Matters
IPT09105,8.0,10.0,View changes,IPT09105 Assessments: Legal Provisions
IPT09110,5.0,7.0,View changes,IPT09110 Assessments: Definition Of Underdeclaration And Overdeclaration
IPT09125,7.0,9.0,View changes,IPT09125 Assessments: Pre-Assessment Letter
IPT09130,1.0,21.0,View changes,IPT09130 Assessments: Issuing A Pre-Assessment Letter
IPT09135,5.0,7.0,View changes,IPT09135 Assessments: Officer's Assessments
IPT09140,3.0,25.0,View changes,IPT09140 Assessments: Time Limits For Making And Notifying Assessments
IPT09150,4.0,6.0,View changes,IPT09150 Assessments: What Time Limits Mean
IPT09250,1.0,3.0,View changes,IPT09250 Civil Penalties And Reasonable Excuse
IPT09300,9.0,11.0,View changes,IPT09300 Liability Of Insured: Liability Notices
IPT09350,1.0,3.0,View changes,IPT09350 Security
IPT09410,0.0,2.0,View changes,IPT09410 Purpose And Outline Of This Section
IPT09420,0.0,2.0,View changes,IPT09420 Decisions Subject To The Review Mechanism
IPT09430,0.0,2.0,View changes,IPT09430 Timetable For Reviews
IPT09440,0.0,2.0,View changes,IPT09440 Appeals To The Tribunal
IPT09450,0.0,2.0,View changes,IPT09450 Role Of The Issuing Officer
IPT09460,0.0,2.0,View changes,IPT09460 Role Of Reviewing Officer
IPT09470,0.0,2.0,View changes,IPT09470 Role Of Solicitor's Office
IPT09480,0.0,2.0,View changes,IPT09480 Timetable For Appeals
IPT09490,0.0,2.0,View changes,IPT09490 Conduct Of Local Reviews And Appeals
IPT09500,4.0,6.0,View changes,IPT09500 Incorrect Advice To Customers And Misunderstanding
IPT09550,0.0,2.0,View changes,IPT09550 Assessments And Misunderstandings
IPT10050,48.0,50.0,View changes,IPT10050 Procedures: Waiver Of Requirement To Submit IPT Returns
IPT10125,241.0,249.0,View changes,IPT10125 Procedures: Amending Or Correcting The IPT Register
IPT10175,75.0,77.0,View changes,IPT10175 Procedure Tables: Invalid Entries In The IPT Register
IPT10225,0.0,2.0,View changes,IPT10225 Procedure Tables: Incorrect Date Of Registration
IPT10325,6.0,8.0,View changes,IPT10325 Procedure Tables: Insolvent Insurers
IPT10400,6.0,8.0,View changes,IPT10400 Procedure Tables: Applications To Use The Special Accounting Scheme
IPT10425,5094.0,5163.0,View changes,IPT10425 Procedure Tables: Issue Of An Officer's Assessment
IPT10500,13.0,15.0,View changes,IPT10500 Procedure Tables: Liability Notices - Operational Arrangements
IPT10525,8.0,10.0,View changes,IPT10525 Procedure Tables: Misunderstanding
IPT10550,0.0,2.0,View changes,IPT10550 Procedure Tables: Incorrect Advice To Customers
IPT11000,36.0,38.0,View changes,IPT11000 Annexes: Contents
IPT11100,37.0,67.0,View changes,IPT11100 Annexes: Types Of Insurance
IPTM8005,0.0,3.0,View changes,IPTM8005 Qualifying Policies: Main Conditions: Contents
IPTM8020,0.0,3.0,View changes,IPTM8020 Permitted Benefits Under A Qualifying Policy
IPTM8030,0.0,2.0,View changes,IPTM8030 Minimum Capital Sum Assured On Death: General Rule
MGETR20000,0.0,2.0,View changes,MGETR20000 Museums And Galleries Exhibition Tax Relief: Chapter 2: Making A Claim
MGETR20020,0.0,2.0,View changes,MGETR20020 Making A Claim: CT600
MLR1PP11100,59.0,71.0,View changes,What To Include In A Pre-Penalty Notice
MLR1PP11200,43.0,63.0,View changes,What To Include In A Penalty Notice
MLR1PP11350,95.0,152.0,View changes,MLR1 Penalties Guidance: Payment And Recovery Of Penalties
MLR1PP12100,342.0,344.0,View changes,Withdrawal Of The Fit And Proper Status
MLR2R15100,864.0,1495.0,View changes,MLR2 Registration Team Action
NIM02090,1489.0,1494.0,View changes,NIM02090 Company Credit Cards
NIM10000,0.0,2.0,View changes,NIM10000 Aggregation Of Earnings: Contents
NIM10051,0.0,3.0,View changes,NIM10051 Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: No Appropriate Personal Pension (APP) In Place: Contracted-Out Earnings Exceed LEL But Do Not Reach ET: 2001/2002 Tax Year
NIM10053,0.0,3.0,View changes,NIM10053 Calculation & Recording: Nics Due At Contracted-Out & Not Contracted-Out Rate: Appropriate Personal Pension (APP) In Place: Total Earnings Do Not Reach LEL: 2001/2002 Tax Year
NIM16400,0.0,4.0,View changes,NIM16400 Special Class 1A Nics Cases: Workers Going Or Coming From Abroad Who Are Provided With Benefits: Contents
NIM16425,0.0,3.0,View changes,NIM16425 Double Taxation Agreements
NIM16455,0.0,3.0,View changes,NIM16455 Workers From Within The European Economic Area: Posted Workers
NIM16460,0.0,3.0,View changes,NIM16460 Workers From Countries With Reciprocal Agreements Or Double Contribution Conventions: Not Posted Workers
NIM16470,0.0,3.0,View changes,NIM16470 Workers From The Rest Of The World: Not Posted Workers
NMWM07025,1.0,8.0,View changes,NMWM07025 Confirming Salaried Hours Work - Flowchart
NMWM07034,285.0,288.0,View changes,NMWM07034 Salaried Hours Work Conditions - Annual Salary
NMWM16000,0.0,3.0,View changes,NMWM16000 Disclosure Of Information: Contents
NMWM16010,0.0,3.0,View changes,NMWM16010 Introduction
NMWM16030,0.0,3.0,View changes,NMWM16030 Lawful Authority To Disclose Information
NMWM16050,0.0,4.0,View changes,NMWM16050 Ownership Of National Minimum Wage Information
NMWM16060,0.0,3.0,View changes,NMWM16060 Exchange Of Information With Other HM Revenue & Customs’ Teams
NMWM16080,0.0,3.0,View changes,"NMWM16080 Legal Gateways; Request For Information From Another Government Department Or Public Authority, Including Local Authorities"
NMWM16120,0.0,3.0,View changes,NMWM16120 Data Protection Act; Issues Relevant To HM Revenue & Customs’ Disclosures
NMWM16170,0.0,2.0,View changes,NMWM16170 Freedom Of Information
NMWM16200,0.0,2.0,View changes,NMWM16200 Human Rights Act; Information Sharing Provisions
NMWM16210,0.0,2.0,View changes,"NMWM16210 Department For Business, Innovation & Skills"
NMWM16310,0.0,2.0,View changes,NMWM16310 Orders From Tribunal (No Direct HM Revenue & Customs’ Involvement)
NMWM16312,0.0,2.0,View changes,NMWM16312 NMW Officer Ordered To Attend A Tribunal (No Direct HM Revenue & Customs’ Involvement)
NMWM16314,0.0,2.0,View changes,NMWM16314 Providing Documentation To A Tribunal (No Direct HM Revenue & Customs’ Involvement)
NMWM16320,0.0,2.0,View changes,NMWM16320 Civil And Criminal Court Proceedings (No Direct HM Revenue & Customs’ Involvement)
OT00002,1.0,3.0,View changes,OT00002 Introduction
OT00005,399.0,1019.0,View changes,OT00005 The Taxation Of The Oil Industry - Overview: Contents
OT00010,1.0,3.0,View changes,OT00010 The Taxation Of The UK Oil Industry: An Overview: Background
OT00020,1.0,3.0,View changes,OT00020 The Taxation Of The UK Oil Industry: An Overview: The Current Fiscal Regime For Oil And Gas
OT00110,1.0,3.0,View changes,OT00110 The Taxation Of The UK Oil Industry: An Overview: Public Accounts Committee Report 1973 And The 1974 White Paper
OT00150,1.0,3.0,View changes,OT00150 The Taxation Of The UK Oil Industry: An Overview: Oil Taxation Act 1975
OT00190,11.0,13.0,View changes,OT00190 The Taxation Of The UK Oil Industry: An Overview: Other Developments To The Fiscal Regime 1975 To 2014
OT00500,2.0,6.0,View changes,OT00500 Map Of New And Old Legislative References Following 2009 And 2010 Consolidation Act
OT01000,140.0,151.0,View changes,OT01000 The DECC Role In The UK North Sea: Contents
OT01001,1.0,3.0,View changes,OT01001 The DECC Energy Development Unit
OT01007,1.0,3.0,View changes,OT01007 The Field Determination Process
OT01009,0.0,2.0,View changes,OT01009 Decommissioning Oil Installations
OT02002,1.0,3.0,View changes,OT02002 Unique Features Of The Oil And Gas Industry
OT02003,8.0,10.0,View changes,OT02003 Attempts To Standardise Accounting Principles
OT02020,2.0,4.0,View changes,OT02020 Companies Act 2006
OT02025,4.0,6.0,View changes,OT02025 Adoption Of IFRS By UK Companies
OT02030,5.0,7.0,View changes,OT02030 IFRS 6 - Exploration For And Evaluation Of Mineral Resources
OT02086,8.0,10.0,View changes,OT02086 The Full Costs Accounting Method
OT02115,7.0,9.0,View changes,OT02115 Joint Venture Accounting - UKGAAP
OT02116,22.0,24.0,View changes,OT02116 Joint Venture Accounting - UKGAAP - Summary Of The Nature Of Relationships And Accounting Treatment
OT02120,1.0,4.0,View changes,OT02120 Joint Venture Accounting - IFRS
OT02190,3.0,6.0,View changes,OT02190 Underlift And Overlift
OT02195,1.0,5.0,View changes,OT02195 Decommissioning
OT02200,2.0,5.0,View changes,OT02200 Disclosure Of Commercial Reserve Quantities
OT03000,23.0,100.0,View changes,OT03000 Petroleum Revenue Tax: Contents
OT03005,57.0,280.0,View changes,OT03005 PRT: Overview Of PRT: Contents
OT03010,59.0,78.0,View changes,OT03010 PRT - Introduction
OT03050,60.0,86.0,View changes,OT03050 PRT - Outline
OT03100,287.0,312.0,View changes,OT03100 PRT - Definitions
OT03150,2.0,37.0,View changes,OT03150 PRT Overview Of PRT - Computation Of PRT Charge
OT03500,204.0,1012.0,View changes,OT03500 PRT: Changes - FA93: Contents
OT03510,4.0,7.0,View changes,OT03510 FA93 - Outline
OT03515,3.0,7.0,View changes,OT03515 FA93 - Effect On Non-Taxable And Taxable Fields
OT03525,30.0,75.0,View changes,OT03525 FA93 - Reduction In Rate Of PRT
OT03530,1.0,4.0,View changes,OT03530 FA93 - Apportionment Of Expenditure Between Taxable And Non-Taxable Fields
OT03535,7.0,10.0,View changes,OT03535 FA93 - Fixed Assets And Dedicated Mobile Assets - Attribution Of Income And Expenditure
OT03540,0.0,3.0,View changes,OT03540 FA93 - Non-Dedicated Mobile Assets
OT03550,0.0,3.0,View changes,OT03550 FA93 - Tariff Receipts Allowance (TRA)
OT04005,2.0,5.0,View changes,OT04005 Chargeable Periods
OT04030,1.0,5.0,View changes,OT04030 Appointment Of Responsible Person
OT04060,0.0,3.0,View changes,OT04060 Returns By Responsible Person - PRT 2
OT04100,0.0,2.0,View changes,OT04100 Returns By Participators - PRT 6
OT04120,2.0,4.0,View changes,OT04120 Deferral Of Returns
OT04150,0.0,2.0,View changes,OT04150 Payment Provisions - Payment On Account - PRT 6
OT04240,0.0,2.0,View changes,OT04240 PRT: Administration - Payment Provisions - Payment Of Tax
OT04270,3.0,5.0,View changes,OT04270 Payment Provisions - Interest
OT04280,1.0,3.0,View changes,OT04280 Payment Provisions - Interest Cap
OT04300,6.0,8.0,View changes,OT04300 Assessments And Loss Determinations
OT04330,1.0,3.0,View changes,OT04330 Amended Assessments And Loss Determinations
OT04360,1.0,3.0,View changes,OT04360 Appeals Against Assessments
OT04390,0.0,2.0,View changes,OT04390 Claims Outline
OT04395,1.0,3.0,View changes,OT04395 Claims - Schedule 5 \ 7 Interface
OT04400,0.0,2.0,View changes,OT04400 Claims - Time Limits For Claims
OT04410,1.0,3.0,View changes,OT04410 Claims - Claim Periods
OT04420,2.0,4.0,View changes,OT04420 Claims By Responsible Person - PRT 30
OT04425,1.0,3.0,View changes,OT04425 Responsible Person Claims - Division Of Expenditure
OT04450,3.0,5.0,View changes,OT04450 Responsible Person Claims - Confidentiality
OT04480,2.0,4.0,View changes,OT04480 Claims By Participators - PRT 40
OT04510,1.0,3.0,View changes,OT04510 Schedule 7 Claims PRTD8 & PRT60B
OT04570,0.0,2.0,View changes,OT04570 Cross Field Allowance Elections
OT04630,1.0,3.0,View changes,OT04630 Decisions And Allowance Of Claims
OT04635,1.0,3.0,View changes,OT04635 Decisions - Part And Final Claim Decisions
OT04640,5.0,7.0,View changes,OT04640 Decisions - Reservations On Claims
OT04645,72.0,75.0,View changes,OT04645 Decisions - Time Limit For Final Claim Decision
OT04650,0.0,2.0,View changes,OT04650 Decisions - Timing Of Claim Decisions
OT04660,75.0,77.0,View changes,OT04660 Claims And Correspondence During The Assessing Rounds
OT04690,2.0,4.0,View changes,OT04690 Appeals Against Claim Decisions
OT04720,0.0,2.0,View changes,OT04720 Negative Claims
OT04740,72.0,74.0,View changes,OT04740 Informal Claims
OT04743,2.0,4.0,View changes,OT04743 Informal Claims - Procedures
OT04746,145.0,147.0,View changes,OT04746 Informal Claims - Research Expenditure
OT04750,0.0,2.0,View changes,OT04750 Notice Of Variation
OT04780,1.0,3.0,View changes,OT04780 Withdrawal Of Claims
OT04785,1.0,3.0,View changes,OT04785 PRT: Administration - Relief For Overpaid Tax
OT04790,1.0,3.0,View changes,OT04790 Information Relating To Sales At Arm’S Length And Market Value Of Oil
OT05000,26.0,511.0,View changes,OT05000 PRT: Valuation: Contents
OT05004,267.0,782.0,View changes,OT05004 PRT: Computation: Contents
OT05008,2.0,4.0,View changes,OT05008 PRT: Computations - General Introduction
OT05012,3.0,5.0,View changes,OT05012 PRT: Computations - Outline
OT05016,16.0,28.0,View changes,OT05016 PRT: Computations - Tax Point
OT05020,6.0,12.0,View changes,OT05020 PRT: Computation - Valuation Point And Gross Profit
OT05025,54.0,58.0,View changes,OT05025 PRT: Computation - Arm's Length Rule
OT05030,44.0,46.0,View changes,OT05030 PRT: Computation - The Arms Length Rule - Examples
OT05075,0.0,3.0,View changes,OT05075 PRT: Computation - Currency Translation - Outline
OT05080,4.0,28.0,View changes,OT05080 PRT: Currency Translation - Practical Application
OT05105,15.0,17.0,View changes,OT05105 PRT: CIF Sales - Chargeable Periods Ended Before 1 January 1994
OT05110,15.0,20.0,View changes,OT05110 PRT: CIF Sales - Chargeable Periods Ended After 31 December 1993
OT05115,15.0,17.0,View changes,OT05115 PRT: CIF Sales - Chargeable Periods Ended After 30 June 2006
OT05120,15.0,17.0,View changes,OT05120 PRT: CIF Sales - Third Party / Affiliate Shipping
OT05125,1.0,3.0,View changes,OT05125 PRT: Computation - Excluded Oil
OT05135,6.0,8.0,View changes,OT05135 PRT: Computation - Gas Levy
OT05150,1.0,3.0,View changes,OT05150 PRT: Computation - Stock And Oil In Transit
OT05200,303.0,658.0,View changes,OT05200 PRT: The Nomination Scheme - Contents
OT05202,71.0,76.0,View changes,OT05202 Why The Scheme Was Introduced
OT05205,16.0,41.0,View changes,OT05205 The Scheme For Chargeable Periods On Or After 01 July 2006: Background
OT05210,25.0,61.0,View changes,OT05210 Nomination Scheme For Deliveries On Or After 01 July 2006
OT05215,24.0,34.0,View changes,OT05215 Scope
OT05220,22.0,65.0,View changes,OT05220 Time-Limits For Making Nominations
OT05225,26.0,61.0,View changes,OT05225 Manner Of Making A Nomination
OT05230,23.0,36.0,View changes,OT05230 Content Of A Nomination Made During Business Hours
OT05232,24.0,35.0,View changes,OT05232 Content Of A Nomination Made Outside Business Hours
OT05234,26.0,32.0,View changes,OT05234 Effective Nominations - Further Provisions
OT05240,23.0,64.0,View changes,OT05240 Ineffective Nomination - How To Calculate Nomination Excesses
OT05245,29.0,33.0,View changes,OT05245 Scheme: Allocating Nomination Excesses To Fields
OT05250,26.0,32.0,View changes,OT05250 Nomination Excesses Taxable To Both CT And SC
OT05300,233.0,1515.0,View changes,OT05300 PRT: Valuation Of Non-Arm's Length Disposals And Appropriations - Oil: Contents
OT05302,22.0,66.0,View changes,OT05302 Methods - Dependence Upon Kind Of Oil Being Valued
OT05308,3.0,7.0,View changes,"OT05308 Crude Oils And Products - Notional Delivery Day For Stock, Deliveries And Appropriations"
OT05310,2.0,7.0,View changes,OT05310 Crude Oils And Products - Loading Slots
OT05315,32.0,90.0,View changes,OT05315 Crude Oils And Products- Category 1 Oil Introduction
OT05317,1.0,5.0,View changes,OT05317 Crude Oils And Products - Category 1 Oil Basis Of Values Calculations
OT05321,32.0,53.0,View changes,OT05321 Crude Oils And Products- Category 1 Oil Brent
OT05323,1.0,5.0,View changes,OT05323 Crude Oils And Products - Category 1 Oil Non-Brent Grades
OT05325,817.0,841.0,View changes,OT05325 Crude Oils And Products - How To Calculate Category 1 Values
OT05328,2.0,6.0,View changes,OT05328 Crude Oils And Products - Category 1 Oil Forties Blend Sulphur De-Escalator
OT05330,3.0,7.0,View changes,OT05330 Crude Oils And Products - Category 1 Anti Avoidance
OT05335,0.0,4.0,View changes,OT05335 Crude Oils And Products - Category 2 Oils Introduction
OT05337,3.0,8.0,View changes,OT05337 Crude Oils And Products - Category 2 Basis Of Values Calculations
OT05340,0.0,5.0,View changes,OT05340 Crude Oils And Products - Category 2 Value Calculation Mechanism: Overview
OT05343,0.0,4.0,View changes,OT05343 Crude Oils And Products - List Of Oils Within Category 2
OT05343A,36.0,139.0,View changes,OT05343A Crude Oils And Products - Category 2 - Alba
OT05343B,36.0,175.0,View changes,OT05343B Crude Oils And Products - Category 2 - Anasuria
OT05343C,36.0,174.0,View changes,OT05343C Crude Oils And Products - Category 2 - Beryl
OT05343D,36.0,174.0,View changes,OT05343D Crude Oils And Products - Category 2 - Clair
OT05343E,36.0,174.0,View changes,OT05343E Crude Oils And Products - Category 2 - Curlew
OT05343F,36.0,174.0,View changes,OT05343F Crude Oils And Products - Category 2 - Foinavon
OT05343G,36.0,174.0,View changes,OT05343G Crude Oils And Products - Category 2 - Gryphon
OT05343H,36.0,174.0,View changes,OT05343H Crude Oils And Products - Category 2 - Harding
OT05343I,36.0,174.0,View changes,OT05343I Crude Oils And Products - Category 2 - Pierce
OT05343J,36.0,174.0,View changes,OT05343J Crude Oils And Products - Category 2 - Schiehallion
OT05343K,36.0,174.0,View changes,OT05343K Crude Oils And Products - Category 2 - Triton
OT05343L,36.0,174.0,View changes,OT05343L Crude Oils And Products - Category 2 - Wytch Farm
OT05345,33.0,87.0,View changes,OT05345 Crude Oils And Products - Category 2 - Valuation Of Condensate
OT05350,39.0,42.0,View changes,OT05350 Crude Oils & Products - Category 2 - Valuation Of Lpgs
OT05352,38.0,43.0,View changes,OT05352 Crude Oils & Products - Category 2 Exceptions
OT05355,39.0,42.0,View changes,OT05355 Crude Oils & Products - Valuation Of Tariffs In Kind
OT05360,2015.0,6120.0,View changes,OT05360 PRT: Valuation Of Non-Arms Length Disposals And Appropriations - Gas: Contents
OT05362,113.0,120.0,View changes,OT05362 PRT: Valuation Of Non-Arms Length Disposals And Appropriations - Gas - Valuation Of Light Gases To 31 December 1993
OT05364,1.0,4.0,View changes,OT05364 PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election In Force At 31 December 1993
OT05366,1.0,4.0,View changes,OT05366 PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election - New Price Formula
OT05370,1.0,4.0,View changes,OT05370 PRT: Valuation Of Non-Arm's Gas - Re-Opening An Election - Practice
OT05375,0.0,5.0,View changes,OT05375 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Legislation
OT05380,1.0,4.0,View changes,OT05380 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - General Principles
OT05385,0.0,5.0,View changes,OT05385 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Procedures
OT05390,1.0,4.0,View changes,OT05390 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Current Approaches
OT05392,1.0,4.0,View changes,OT05392 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Identifying The Disposal
OT05394,1.0,4.0,View changes,OT05394 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Timing Of The Disposal
OT05396,1.0,4.0,View changes,OT05396 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Fixed Price Sales
OT05398,1.0,4.0,View changes,OT05398 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Location
OT05402,0.0,5.0,View changes,OT05402 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Take Or Pay
OT05404,1.0,4.0,View changes,OT05404 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Buyer’S/Seller’S Nominations
OT05406,1.0,4.0,View changes,OT05406 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Other Elements
OT05408,1.0,4.0,View changes,OT05408 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Published Prices
OT05410,1.0,4.0,View changes,OT05410 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Net Back Pricing Agreements
OT05412,1.0,4.0,View changes,OT05412 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Re-Opening Agreements
OT05414,1.0,175.0,View changes,OT05414 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Status Of Elections
OT05416,1.0,4.0,View changes,OT05416 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Transfer Of Field Interests
OT05418,1.0,4.0,View changes,OT05418 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Market Evidence
OT05422,1.0,4.0,View changes,OT05422 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - No Inter-Affiliate Agreement
OT05424,1.0,4.0,View changes,OT05424 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - None Specific Field Contracts
OT05425,1.0,4.0,View changes,OT05425 PRT: Valuation Of Non-Arm's Gas - Valuation Of Light Gases From 1 January 1994 - Conclusion
OT05430,1.0,4.0,View changes,OT05430 PRT: Valuation Of Non-Arm's Gas - The ICI Case - The Arm’S Length Rule
OT05435,1.0,4.0,View changes,OT05435 PRT: Valuation Of Non-Arm's Gas - Take Or Pay Arrangements
OT05440,1.0,4.0,View changes,OT05440 PRT: Valuation Of Non-Arm's Gas - Capacity Payments
OT05445,1.0,4.0,View changes,OT05445 PRT: Valuation Of Non-Arm's Gas - Gas Banking
